state_year,is_after_brady_bill_fed_check_law,has_universal_background_checks,education_attainment,treatnew (21 states),treatyearnew,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,unemployed,p_white,p_black,p_asian,p_nativeamerican,p_nonwhite,median_income
Georgia_2000,1,0,23.1,0,0,0,0,0,8227303.0,0.0248931,0.7057791,0.2424608,0.020397,0.0024125,0.2942209,66107
Georgia_2001,1,0,24.2,0,0,0,0,0,8377038.0,0.0273132,0.7179232,0.2282043,0.0240918,0.0019534,0.2820768,65313
Georgia_2002,1,0,25.0,0,0,0,0,0,8508256.0,0.0323631,0.7046239,0.2354172,0.0247665,0.0028293,0.2953762,64847
Georgia_2003,1,0,26.3,0,0,0,0,0,8622793.0,0.0362861,0.7039374,0.2309087,0.0283307,0.002249,0.2960626,62668
Georgia_2004,1,0,27.6,0,0,0,0,0,8769252.0,0.034239,0.7063306,0.2287773,0.0272395,0.0021723,0.2936694,58928
Georgia_2005,1,0,27.1,0,0,0,0,0,8925922.0,0.0343524,0.684237,0.2432769,0.0261841,0.0027304,0.315763,63871
Georgia_2006,1,0,26.6,0,0,0,0,0,9155813.0,0.0307413,0.66498,0.2627318,0.0279229,0.0025464,0.33502,66469
Georgia_2007,1,0,27.1,0,0,0,0,0,9349988.0,0.0319721,0.6651233,0.2602787,0.0312755,0.0022186,0.3348767,63716
Georgia_2008,1,0,27.5,0,0,0,0,0,9504843.0,0.0319548,0.6621057,0.2659483,0.0299986,0.0021888,0.3378943,58314
Georgia_2009,1,0,27.4,0,0,0,0,0,9620846.0,0.0498218,0.660566,0.2644654,0.032086,0.0024738,0.339434,54862
Georgia_2010,1,0,27.3,0,0,0,5,1,9712209.0,0.0565836,0.6523252,0.2711298,0.0334786,0.0026406,0.3476748,54940
Georgia_2011,1,0,27.6,0,0,0,0,0,9803630.0,0.0538783,0.6415072,0.2903663,0.0280514,0.0024895,0.3584928,55501
Georgia_2012,1,0,28.2,0,0,0,0,0,9903580.0,0.0476265,0.6486574,0.2777778,0.0315085,0.0029513,0.3513426,56890
Georgia_2013,1,0,28.3,0,0,0,0,0,9975592.0,0.044901,0.65268,0.2724298,0.0350944,0.0022368,0.34732,54744
Georgia_2014,1,0,29.1,0,0,0,0,0,10071204.0,0.0357161,0.6534829,0.2703268,0.0346189,0.0025533,0.3465171,56768
Georgia_2015,1,0,29.9,0,0,0,0,0,10183353.0,0.0312711,0.653821,0.2659064,0.0361457,0.0023198,0.346179,58058
Georgia_2016,1,0,30.5,0,0,0,0,0,10308442.0,0.0266561,0.6498205,0.2644497,0.0380364,0.0035793,0.3501795,60434
Georgia_2017,1,0,30.9,0,0,0,0,0,10417031.0,0.0254311,0.6567601,0.2581789,0.0374453,0.0036173,0.3432399,64089
Georgia_2018,1,0,31.9,0,0,0,0,0,10519389.0,0.0229042,0.6601061,0.2509246,0.0409995,0.0028457,0.3398939,60229
Georgia_2019,1,0,32.5,0,0,0,0,0,10628020.0,0.0215736,0.6683882,0.2429564,0.03995,0.0030595,0.3316118,60012
Georgia_2020,1,0,34.8,0,0,1,0,0,10729828.0,0.0271803,0.5965065,0.255952,0.0429229,0.0043513,0.4034935,62033
Georgia_2021,1,0,34.6,0,0,1,9,1,10788029.0,0.0241597,0.5950218,0.2435018,0.047341,0.0052933,0.4049782,61497
Hawaii_1984,0,0,20.3,0,0,0,0,0,1027922.0,0.0204289,0.3505266,0.0181399,0.6198196,0.0027365,0.6494734,71922
Hawaii_1985,0,0,20.73,0,0,0,0,0,1039698.0000000001,0.019906300000000002,0.3457745166666667,0.018974500000000002,0.6220302166666667,0.0030515,0.6542254833333333,69737
Hawaii_1986,0,0,21.16,0,0,0,0,0,1051762.0,0.019383700000000004,0.3410224333333334,0.019809100000000003,0.6242408333333334,0.0033665,0.6589775666666666,68637
Hawaii_1987,0,0,21.59,0,0,0,0,0,1067918.0,0.018861100000000006,0.33627035000000005,0.020643700000000004,0.62645145,0.0036815000000000003,0.66372965,80125
Hawaii_1988,0,0,22.02,0,0,1,0,0,1079828.0,0.018338500000000008,0.3315182666666667,0.021478300000000006,0.6286620666666667,0.0039965,0.6684817333333333,72920
Hawaii_1989,0,0,22.45,0,0,1,0,0,1094588.0,0.01781590000000001,0.3267661833333334,0.022312900000000007,0.6308726833333334,0.0043115,0.6732338166666666,74120
Hawaii_1990,0,0,22.9,0,0,1,0,0,1112703.0,0.0172933,0.3220141,0.0231475,0.6330833,0.0046265,0.6779859,78471
Hawaii_1991,0,0,23.24,0,0,1,0,0,1131412.0,0.017934290000000002,0.31537092,0.022481670000000002,0.62188764,0.004404320000000001,0.68462908,72458
Hawaii_1992,0,0,23.58,0,0,1,0,0,1149926.0,0.018575280000000003,0.30872774,0.021815840000000003,0.6106919799999999,0.004182140000000001,0.69127226,79939
Hawaii_1993,0,0,23.92,0,0,1,0,0,1161508.0,0.019216270000000004,0.30208455999999995,0.021150010000000004,0.5994963199999999,0.003959960000000001,0.6979154399999999,78989
Hawaii_1994,1,0,24.26,0,0,1,0,0,1173903.0,0.019857260000000005,0.2954413799999999,0.020484180000000005,0.5883006599999998,0.003737780000000001,0.7045586199999999,76635
Hawaii_1995,1,0,24.6,0,0,1,0,0,1180490.0,0.020498250000000006,0.2887981999999999,0.019818350000000005,0.5771049999999998,0.0035156000000000007,0.7112017999999999,75888
Hawaii_1996,1,0,24.94,0,0,1,4,1,1184434.0,0.021139240000000007,0.28215501999999987,0.019152520000000006,0.5659093399999997,0.0032934200000000005,0.7178449799999999,72058
Hawaii_1997,1,0,25.28,0,0,1,0,0,1189322.0,0.021780230000000008,0.27551183999999984,0.018486690000000007,0.5547136799999997,0.0030712400000000003,0.7244881599999998,69118
Hawaii_1998,1,0,25.62,0,0,1,0,0,1190472.0,0.02242122000000001,0.2688686599999998,0.017820860000000008,0.5435180199999996,0.00284906,0.7311313399999998,68017
Hawaii_1999,1,0,25.96,0,0,1,7,1,1185497.0,0.02306221000000001,0.2622254799999998,0.01715503000000001,0.5323223599999996,0.00262688,0.7377745199999998,72596
Hawaii_2000,1,0,26.3,0,0,1,0,0,1213519.0,0.0237032,0.2555823,0.0164892,0.5211267,0.0024047,0.7444177,81324
Hawaii_2001,1,0,27.9,0,0,1,0,0,1225948.0,0.0261666,0.2552115,0.01413,0.5090275,0.0014828,0.7447885,72773
Hawaii_2002,1,0,26.8,0,0,1,0,0,1239613.0,0.0292118,0.2524662,0.0110143,0.5056987,0.0015324,0.7475337,71438
Hawaii_2003,1,0,27.0,0,0,1,0,0,1251154.0,0.0303857,0.2526811,0.0108184,0.5425212,0.001223,0.7473189,76542
Hawaii_2004,1,0,26.6,0,0,1,0,0,1273569.0,0.0242044,0.2532497,0.0091439,0.5385029,0.0022411,0.7467504,80867
Hawaii_2005,1,0,30.4,0,0,1,0,0,1292729.0,0.0223652,0.2526878,0.0095739,0.5187162,0.0034529,0.7473122,82868
Hawaii_2006,1,0,29.7,0,0,1,0,0,1309731.0,0.0197812,0.2619657,0.0123342,0.4985649,0.0034132,0.7380343,81457
Hawaii_2007,1,0,29.2,0,0,1,0,0,1315675.0,0.0213708,0.2662952,0.0119829,0.5006106,0.002595,0.7337048,83863
Hawaii_2008,1,0,29.1,0,0,1,0,0,1332213.0,0.021759,0.2462721,0.0135423,0.5044888,0.0025107,0.7537279,77606
Hawaii_2009,1,0,29.6,0,0,1,0,0,1346717.0,0.0361027,0.2490937,0.0090997,0.4971517,0.0028853,0.7509063,70444
Hawaii_2010,1,0,29.5,0,0,1,0,0,1364004.0,0.0390011,0.2397356,0.0121924,0.501065,0.0020566,0.7602644,74145
Hawaii_2011,1,0,29.1,0,0,1,0,0,1379562.0,0.0346157,0.244622,0.0140845,0.4902249,0.0032233,0.7553781,71285
Hawaii_2012,1,0,30.1,0,0,1,0,0,1395199.0,0.0305921,0.2395083,0.0139183,0.4947011,0.0031793,0.7604917,66515
Hawaii_2013,1,0,31.2,0,0,1,0,0,1408822.0,0.0248495,0.251645,0.0180596,0.4754305,0.00196,0.748355,74831
Hawaii_2014,1,0,31.0,0,0,1,0,0,1415335.0,0.0238095,0.2498953,0.016548,0.4737467,0.0014663,0.7501047,81591
Hawaii_2015,1,0,31.4,0,0,1,0,0,1422999.0,0.0221609,0.2558057,0.0158595,0.4656613,0.0029029,0.7441943,73778
Hawaii_2016,1,0,31.9,0,0,1,0,0,1428885.0,0.0190917,0.2514214,0.0138275,0.4715379,0.0020355,0.7485787,81440
Hawaii_2017,1,0,32.9,0,0,1,0,0,1425763.0,0.0176678,0.2547634,0.0122636,0.4613732,0.0022171,0.7452366,81346
Hawaii_2018,1,0,33.5,0,0,1,0,0,1423102.0,0.0178472,0.2427083,0.0165278,0.4703472,0.0020833,0.7572917,86433
Hawaii_2019,1,0,33.6,0,0,1,0,0,1415615.0,0.0186955,0.2564661,0.0154625,0.4745572,0.0027411,0.7435338,93265
Hawaii_2020,1,0,35.5,0,0,1,0,0,1451043.0,0.0310765,0.2208531,0.0141503,0.4645904,0.0025728,0.7791469,84600
Hawaii_2021,1,0,35.3,0,0,1,0,0,1447154.0,0.0328899,0.221472,0.0145063,0.4705528,0.0030751,0.778528,82199
Idaho_1984,0,0,15.8,0,0,0,0,0,990839.0,0.0336133,0.9754738,0.0031937,0.0070579,0.0109751,0.0245262,52533
Idaho_1985,0,0,16.12,0,0,0,0,0,994051.0,0.03299855,0.9704327166666666,0.0031305666666666667,0.007104716666666667,0.01197475,0.029567283333333333,49992
Idaho_1986,0,0,16.44,0,0,0,0,0,990224.0,0.032383800000000004,0.9653916333333333,0.0030674333333333336,0.007151533333333334,0.012974399999999999,0.03460836666666667,49104
Idaho_1987,0,0,16.76,0,0,0,0,0,984997.0,0.03176905000000001,0.96035055,0.0030043000000000005,0.007198350000000001,0.013974049999999998,0.03964945,47484
Idaho_1988,0,0,17.08,0,0,0,0,0,985664.0,0.031154300000000006,0.9553094666666667,0.0029411666666666674,0.007245166666666668,0.014973699999999998,0.04469053333333334,51779
Idaho_1989,0,0,17.4,0,0,0,0,0,994416.0,0.030539550000000006,0.9502683833333334,0.0028780333333333344,0.007291983333333335,0.015973349999999997,0.04973161666666667,52158
Idaho_1990,0,0,17.7,0,0,0,0,0,1011882.0,0.0299248,0.9452273,0.0028149,0.0073388,0.016973,0.0547727,51019
Idaho_1991,0,0,17.93,0,0,0,0,0,1038915.0,0.029270590000000003,0.94427433,0.00296209,0.00754023,0.015977179999999997,0.05572567,50806
Idaho_1992,0,0,18.16,0,0,0,0,0,1066490.0,0.028616380000000004,0.9433213600000001,0.0031092800000000003,0.00774166,0.014981359999999997,0.056678639999999995,52588
Idaho_1993,0,0,18.39,0,0,0,0,0,1101204.0,0.027962170000000005,0.9423683900000002,0.0032564700000000005,0.00794309,0.013985539999999998,0.05763160999999999,57415
Idaho_1994,1,0,18.62,0,0,0,0,0,1135459.0,0.027307960000000006,0.9414154200000002,0.0034036600000000006,0.00814452,0.012989719999999998,0.05858457999999999,57195
Idaho_1995,1,0,18.85,0,0,0,0,0,1165000.0,0.026653750000000007,0.9404624500000003,0.003550850000000001,0.008345950000000001,0.011993899999999998,0.05953754999999999,57868
Idaho_1996,1,0,19.08,0,0,0,0,0,1187706.0,0.02599954000000001,0.9395094800000003,0.003698040000000001,0.008547380000000002,0.010998079999999999,0.060490519999999985,59874
Idaho_1997,1,0,19.31,0,0,0,0,0,1210638.0,0.02534533000000001,0.9385565100000004,0.003845230000000001,0.008748810000000003,0.010002259999999999,0.06144348999999998,56404
Idaho_1998,1,0,19.54,0,0,0,0,0,1230923.0,0.02469112000000001,0.9376035400000005,0.003992420000000001,0.008950240000000003,0.00900644,0.06239645999999998,61108
Idaho_1999,1,0,19.77,0,0,0,0,0,1251700.0,0.024036910000000012,0.9366505700000005,0.004139610000000001,0.009151670000000004,0.00801062,0.06334942999999998,58398
Idaho_2000,1,0,20.0,0,0,0,0,0,1299430.0,0.0233827,0.9356976,0.0042868,0.0093531,0.0070148,0.0643024,59339
Idaho_2001,1,0,21.2,0,0,0,0,0,1319962.0,0.0308233,0.9317335,0.0042408,0.0093091,0.0088953,0.0682664,58663
Idaho_2002,1,0,20.9,0,0,0,0,0,1340372.0,0.0298838,0.9333702,0.0021029,0.0075263,0.0080797,0.0666298,56958
Idaho_2003,1,0,22.5,0,0,0,0,0,1363380.0,0.0314364,0.9360154,0.0031335,0.0126352,0.013646,0.0639846,62570
Idaho_2004,1,0,23.8,0,0,0,0,0,1391802.0,0.0277308,0.9299275,0.0024848,0.0109333,0.0128218,0.0700726,63780
Idaho_2005,1,0,25.9,0,0,0,0,0,1428241.0,0.0260573,0.9206437,0.0032746,0.009336,0.0128196,0.0793562,61437
Idaho_2006,1,0,23.3,0,0,0,0,0,1468669.0,0.0235081,0.9235148,0.0028799,0.0095104,0.0137968,0.0764852,62252
Idaho_2007,1,0,24.5,0,0,0,0,0,1505105.0,0.0239367,0.9252226,0.0038246,0.012397,0.0137817,0.0747774,64427
Idaho_2008,1,0,24.0,0,0,0,0,0,1534320.0,0.0253303,0.9316146,0.0049629,0.0120529,0.0103126,0.0683854,59818
Idaho_2009,1,0,23.9,0,0,0,0,0,1554439.0,0.0436687,0.9251666,0.0054586,0.0114249,0.0137099,0.0748334,59215
Idaho_2010,1,0,24.4,0,0,0,0,0,1570819.0,0.0435849,0.9264151,0.0045912,0.0114465,0.014717,0.0735849,58592
Idaho_2011,1,0,25.2,0,0,0,0,0,1584272.0,0.0418832,0.9238373,0.0048156,0.0110886,0.0208465,0.0761627,57295
Idaho_2012,1,0,25.5,0,0,0,0,0,1595910.0,0.0334794,0.9177402,0.0040541,0.0117047,0.0207938,0.0822599,56654
Idaho_2013,1,0,26.2,0,0,0,0,0,1612053.0,0.0333207,0.9155581,0.0044977,0.0136197,0.0193209,0.0844419,56462
Idaho_2014,1,0,25.0,0,0,0,0,0,1632248.0,0.0241636,0.9241123,0.0049353,0.0118575,0.018331,0.0758877,61217
Idaho_2015,1,0,26.0,0,0,0,0,0,1652495.0,0.0217488,0.9247695,0.0038156,0.0097297,0.0200318,0.0752305,59037
Idaho_2016,1,0,27.6,0,0,0,0,0,1684036.0,0.0188656,0.9176434,0.00445,0.0117831,0.0188656,0.0823566,63863
Idaho_2017,1,0,26.8,0,0,0,0,0,1719745.0,0.0179003,0.9176947,0.0038099,0.0130019,0.018626,0.0823053,65760
Idaho_2018,1,0,27.7,0,0,0,0,0,1752074.0,0.0188499,0.9189755,0.0046676,0.0120878,0.0188499,0.0810245,63365
Idaho_2019,1,0,28.7,0,0,0,0,0,1789060.0,0.0158986,0.9123272,0.0051267,0.0125,0.0167627,0.0876728,69932
Idaho_2020,1,0,30.9,0,0,0,0,0,1849202.0,0.0199535,0.8410823,0.0064574,0.0133023,0.0213096,0.1589177,69841
Idaho_2021,1,0,30.7,0,0,0,6,1,1904314.0,0.0136597,0.8323483,0.0061329,0.0127119,0.0196811,0.1676517,76918
Illinois_1984,0,0,16.2,0,0,0,0,0,11412132.0,0.0336438,0.8318831,0.1476972,0.0152925,0.00175,0.1681169,59158
Illinois_1985,0,0,17.0,0,0,0,0,0,11399806.0,0.03332455,0.8319380166666667,0.1413496,0.016329316666666666,0.0018132666666666668,0.16806196666666667,59886
Illinois_1986,0,0,17.8,0,0,0,0,0,11387257.0,0.0330053,0.8319929333333334,0.13500199999999998,0.017366133333333332,0.0018765333333333335,0.16800703333333333,62740
Illinois_1987,0,0,18.6,0,0,0,0,0,11391178.0,0.03268605,0.83204785,0.12865439999999997,0.018402949999999998,0.0019398000000000002,0.1679521,61964
Illinois_1988,0,0,19.4,0,0,0,0,0,11390183.0,0.0323668,0.8321027666666667,0.12230679999999998,0.019439766666666664,0.0020030666666666667,0.16789716666666665,65191
Illinois_1989,0,0,20.2,0,0,0,0,0,11409782.0,0.03204755,0.8321576833333334,0.11595919999999998,0.02047658333333333,0.002066333333333333,0.1678422333333333,66218
Illinois_1990,0,0,21.0,0,0,0,0,0,11446979.0,0.0317283,0.8322126,0.1096116,0.0215134,0.0021296,0.1677873,65610
Illinois_1991,0,0,21.61,0,0,0,0,0,11535973.0,0.03110573,0.82765245,0.110582,0.02307685,0.00217036,0.17234745,62027
Illinois_1992,0,0,22.22,0,0,1,0,0,11635197.0,0.030483160000000002,0.8230923,0.1115524,0.0246403,0.00221112,0.1769076,59890
Illinois_1993,0,0,22.83,0,0,1,7,1,11725984.0,0.029860590000000003,0.81853215,0.11252279999999999,0.02620375,0.00225188,0.18146774999999998,60835
Illinois_1994,1,0,23.44,0,0,1,0,0,11804986.0,0.029238020000000003,0.813972,0.11349319999999999,0.027767200000000002,0.00229264,0.18602789999999997,63624
Illinois_1995,1,0,24.05,0,0,1,0,0,11884935.0,0.028615450000000004,0.80941185,0.11446359999999998,0.029330650000000003,0.0023334,0.19058804999999995,67423
Illinois_1996,1,0,24.66,0,0,1,0,0,11953003.0,0.027992880000000005,0.8048517000000001,0.11543399999999998,0.030894100000000004,0.0023741599999999997,0.19514819999999994,68232
Illinois_1997,1,0,25.27,0,0,1,0,0,12011509.0,0.027370310000000005,0.8002915500000001,0.11640439999999998,0.03245755,0.0024149199999999997,0.19970834999999992,69708
Illinois_1998,1,0,25.88,0,0,1,0,0,12069774.0,0.026747740000000006,0.7957314000000001,0.11737479999999997,0.034021,0.0024556799999999996,0.2042684999999999,71933
Illinois_1999,1,0,26.49,0,0,1,0,0,12128370.0,0.026125170000000007,0.7911712500000001,0.11834519999999997,0.035584450000000004,0.0024964399999999995,0.2088286499999999,75575
Illinois_2000,1,0,27.1,0,0,1,0,0,12434161.0,0.0255026,0.7866111,0.1193156,0.0371479,0.0025372,0.2133888,72675
Illinois_2001,1,0,26.7,0,0,1,0,0,12488445.0,0.0317217,0.8036672,0.1047824,0.0357964,0.0018621,0.1963327,70827
Illinois_2002,1,0,27.3,0,0,1,0,0,12525556.0,0.0400315,0.7974584,0.1039292,0.0363597,0.0020028,0.2025416,64501
Illinois_2003,1,0,28.1,0,0,1,0,0,12556006.0,0.0393573,0.7923281,0.1070778,0.0407017,0.0026021,0.207672,66677
Illinois_2004,1,0,27.4,0,0,1,0,0,12589773.0,0.0397922,0.7968079,0.106222,0.0432123,0.0019293,0.2031921,66251
Illinois_2005,1,0,29.6,0,0,1,0,0,12609903.0,0.0374896,0.7987065,0.1008093,0.0345483,0.0019907,0.2012935,67308
Illinois_2006,1,0,28.9,0,0,1,0,0,12643955.0,0.0334721,0.7861278,0.1081643,0.034641,0.0018482,0.2138722,65563
Illinois_2007,1,0,29.5,0,0,1,0,0,12695866.0,0.0340661,0.7824617,0.107251,0.0374319,0.0020399,0.2175383,68778
Illinois_2008,1,0,29.9,0,0,1,33,2,12747038.0,0.032294,0.7962454,0.1085707,0.0368273,0.0019823,0.2037546,67178
Illinois_2009,1,0,30.6,0,0,1,5,1,12796778.0,0.0492434,0.7912636,0.1070544,0.0396504,0.0018855,0.2087363,66926
Illinois_2010,1,0,30.8,0,0,1,0,0,12840545.0,0.0547523,0.7922968,0.1098918,0.038532,0.0025756,0.2077032,63173
Illinois_2011,1,0,31.0,0,0,1,0,0,12867783.0,0.0514744,0.7829321,0.1228726,0.0373443,0.0019837,0.2170679,61132
Illinois_2012,1,0,31.6,0,0,1,0,0,12883029.0,0.0491243,0.780399,0.1203777,0.0398324,0.0024134,0.219601,61166
Illinois_2013,1,0,32.1,0,0,1,0,0,12895778.0,0.0445069,0.7795503,0.1166081,0.0425861,0.0019989,0.2204498,62835
Illinois_2014,1,0,32.8,0,0,1,0,0,12885092.0,0.0374734,0.7791789,0.1142282,0.0456929,0.0020845,0.2208212,62910
Illinois_2015,1,0,32.9,0,0,1,0,0,12859585.0,0.0320194,0.7834289,0.1088186,0.0442586,0.0023294,0.2165711,69088
Illinois_2016,1,0,34.0,0,0,1,0,0,12821709.0,0.0290975,0.779703,0.1081498,0.0472953,0.0022638,0.220297,69307
Illinois_2017,1,0,34.4,0,0,1,0,0,12779893.0,0.0272924,0.7800082,0.1049873,0.0477222,0.0020714,0.2199918,72913
Illinois_2018,1,0,35.1,0,0,1,0,0,12724685.0,0.024807,0.7928845,0.0993468,0.0478665,0.0022933,0.2071155,75684
Illinois_2019,1,0,35.8,0,0,1,13,1,12667017.0,0.0221428,0.7948355,0.0963386,0.0489093,0.0023359,0.2051645,78845
Illinois_2020,1,0,37.6,0,0,1,6,1,12786580.0,0.0320937,0.7101101,0.098554,0.0507822,0.0057549,0.2898899,77805
Illinois_2021,1,0,37.1,0,0,1,13,2,12686469.0,0.0331219,0.6990515,0.096349,0.0532684,0.0062311,0.3009485,79253
Indiana_1984,0,0,12.5,0,0,0,0,0,5458322.0,0.0359506,0.9170348,0.0761443,0.0044207,0.001696,0.0829652,56712
Indiana_1985,0,0,13.02,0,0,0,0,0,5459211.0,0.0346311,0.9178791833333334,0.07382028333333333,0.004690049999999999,0.0018468166666666668,0.08212081666666667,54601
Indiana_1986,0,0,13.54,0,0,0,0,0,5454108.0,0.0333116,0.9187235666666668,0.07149626666666667,0.004959399999999999,0.0019976333333333336,0.08127643333333333,53787
Indiana_1987,0,0,14.06,0,0,0,0,0,5473012.0,0.031992099999999996,0.9195679500000001,0.06917225,0.005228749999999999,0.00214845,0.08043204999999999,51520
Indiana_1988,0,0,14.58,0,0,0,0,0,5491735.0,0.030672599999999994,0.9204123333333335,0.06684823333333334,0.005498099999999999,0.0022992666666666666,0.07958766666666665,58057
Indiana_1989,0,0,15.1,0,0,0,0,0,5523693.0,0.029353099999999993,0.9212567166666669,0.06452421666666668,0.005767449999999999,0.002450083333333333,0.07874328333333332,54790
Indiana_1990,0,0,15.6,0,0,0,0,0,5555097.0,0.0280336,0.9221011,0.0622002,0.0060368,0.0026009,0.0778989,54291
Indiana_1991,0,0,15.75,0,0,0,0,0,5602062.0,0.027335909999999998,0.9191301000000001,0.06274932999999999,0.00659576,0.00265085,0.08086989,52699
Indiana_1992,0,0,15.9,0,0,0,0,0,5648649.0,0.026638219999999997,0.9161591,0.06329845999999999,0.00715472,0.0027008,0.08384088,54155
Indiana_1993,0,0,16.05,0,0,0,0,0,5701965.0,0.025940529999999996,0.9131881,0.06384758999999998,0.00771368,0.00275075,0.08681187000000001,54573
Indiana_1994,1,0,16.2,0,0,0,0,0,5745626.0,0.025242839999999996,0.9102170999999999,0.06439671999999998,0.00827264,0.0028007,0.08978286000000002,50524
Indiana_1995,1,0,16.35,0,0,0,0,0,5791819.0,0.024545149999999995,0.9072460999999998,0.06494584999999997,0.0088316,0.00285065,0.09275385000000003,59124
Indiana_1996,1,0,16.5,0,0,0,0,0,5834908.0,0.023847459999999994,0.9042750999999998,0.06549497999999997,0.009390560000000001,0.0029006,0.09572484000000003,60630
Indiana_1997,1,0,16.65,0,0,0,0,0,5872370.0,0.023149769999999993,0.9013040999999997,0.06604410999999996,0.009949520000000002,0.00295055,0.09869583000000004,65665
Indiana_1998,1,0,16.8,0,0,0,0,0,5907617.0,0.022452079999999992,0.8983330999999997,0.06659323999999996,0.010508480000000002,0.0030005,0.10166682000000005,66191
Indiana_1999,1,0,16.95,0,0,0,0,0,5942901.0,0.02175438999999999,0.8953620999999996,0.06714236999999995,0.011067440000000003,0.00305045,0.10463781000000005,66616
Indiana_2000,1,0,17.1,0,0,0,0,0,6091866.0,0.0210567,0.8923911,0.0676915,0.0116264,0.0031004,0.1076088,64473
Indiana_2001,1,0,21.2,0,0,0,0,0,6127760.0,0.0293775,0.9003989,0.0607912,0.0109698,0.0019945,0.0996011,61942
Indiana_2002,1,0,23.7,0,0,0,0,0,6155967.0,0.0336447,0.8925136,0.0648264,0.0113853,0.0017659,0.1074864,61990
Indiana_2003,1,0,22.2,0,0,0,0,0,6196638.0,0.0364594,0.8956391,0.0613789,0.0117072,0.0026341,0.1043609,62648
Indiana_2004,1,0,21.1,0,0,0,0,0,6233007.0,0.0324203,0.9008225,0.0573744,0.0108999,0.0020762,0.0991775,60862
Indiana_2005,1,0,22.6,0,0,0,0,0,6278616.0,0.0330289,0.8949714,0.0602263,0.0102405,0.0031449,0.1050286,59018
Indiana_2006,1,0,21.7,0,0,0,8,1,6332669.0,0.032204,0.8898607,0.0640699,0.0106373,0.0019983,0.1101393,61166
Indiana_2007,1,0,22.1,0,0,0,0,0,6379599.0,0.0309383,0.8874817,0.0650389,0.011828,0.0022349,0.1125182,62159
Indiana_2008,1,0,22.9,0,0,1,0,0,6424806.0,0.0334124,0.886173,0.0659279,0.0131035,0.002569,0.1138271,58683
Indiana_2009,1,0,22.5,0,0,1,0,0,6459325.0,0.0513136,0.8829917,0.0683675,0.0129537,0.0022323,0.1170084,56084
Indiana_2010,1,0,22.7,0,0,1,0,0,6490555.0,0.0520227,0.8823126,0.0694601,0.013261,0.0025912,0.1176874,57458
Indiana_2011,1,0,23.0,0,0,1,0,0,6517250.0,0.0472166,0.8739778,0.0751339,0.0134883,0.0025338,0.1260222,53657
Indiana_2012,1,0,23.4,0,0,0,0,0,6538989.0,0.0417659,0.8724424,0.0763146,0.0127769,0.0028175,0.1275576,54569
Indiana_2013,1,0,23.8,0,0,0,0,0,6570575.0,0.0349442,0.8716604,0.0737007,0.015596,0.0021699,0.1283396,57613
Indiana_2014,1,0,24.7,0,0,0,0,0,6596019.0,0.0318834,0.878191,0.0714447,0.0149801,0.0021937,0.121809,55056
Indiana_2015,1,0,24.9,0,0,0,0,0,6611442.0,0.0271482,0.8735408,0.0732228,0.0166402,0.0020289,0.1264592,59447
Indiana_2016,1,0,25.6,0,0,0,0,0,6637898.0,0.0214603,0.8763545,0.0662974,0.0170837,0.0026561,0.1236455,63332
Indiana_2017,1,0,26.8,0,0,0,0,0,6662068.0,0.0214017,0.8746493,0.0692794,0.017581,0.0025073,0.1253507,64953
Indiana_2018,1,0,27.1,0,0,0,0,0,6698481.0,0.0198877,0.8734633,0.0672872,0.0178044,0.0021424,0.1265366,64621
Indiana_2019,1,0,26.9,0,0,0,0,0,6731010.0,0.018326,0.8820965,0.0620209,0.0184298,0.0022092,0.1179035,70679
Indiana_2020,1,0,28.9,0,0,0,0,0,6788799.0,0.022564,0.8388283,0.0618584,0.0166778,0.0029081,0.1611716,69925
Indiana_2021,1,0,21.4,0,0,0,16,1,6813532.0,0.0225184,0.8241537,0.0621238,0.0194064,0.0026423,0.1758463,70190
Iowa_1984,0,0,13.9,0,0,0,0,0,2858618.0,0.0235661,0.9778969,0.0143565,0.0046048,0.0021217,0.0221031,49472
Iowa_1985,0,0,14.4,0,0,0,0,0,2829684.0,0.023359016666666666,0.9775930833333333,0.01372955,0.00503405,0.0022149166666666662,0.022406916666666665,50392
Iowa_1986,0,0,14.9,0,0,0,0,0,2791970.0,0.023151933333333333,0.9772892666666666,0.0131026,0.0054633,0.0023081333333333327,0.02271073333333333,53150
Iowa_1987,0,0,15.4,0,0,0,0,0,2767011.0,0.02294485,0.9769854499999999,0.012475650000000001,0.00589255,0.002401349999999999,0.023014549999999995,50767
Iowa_1988,0,0,15.9,0,0,1,0,0,2768388.0,0.022737766666666666,0.9766816333333332,0.011848700000000002,0.0063218,0.0024945666666666656,0.02331836666666666,53667
Iowa_1989,0,0,16.4,0,0,1,0,0,2770592.0,0.022530683333333332,0.9763778166666666,0.011221750000000003,0.00675105,0.002587783333333332,0.023622183333333324,55566
Iowa_1990,0,0,16.9,0,0,1,0,0,2779769.0,0.0223236,0.976074,0.0105948,0.0071803,0.002681,0.023926,55017
Iowa_1991,0,0,17.76,0,0,1,7,1,2791227.0,0.02199425,0.97333053,0.01127463,0.00769002,0.00251521,0.02666948,55547
Iowa_1992,0,0,18.62,0,0,1,0,0,2806923.0,0.0216649,0.9705870600000001,0.01195446,0.00819974,0.00234942,0.02941296,54560
