state_year,is_after_brady_bill_fed_check_law,has_universal_background_checks,education_attainment,treatnew (21 states),treatyearnew,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,unemployed,p_white,p_black,p_asian,p_nativeamerican,p_nonwhite,median_income
Pennsylvania_2003,1,0,24.8,0,0,1,0,0,12374658.0,0.0338851,0.8852456,0.0707607,0.0170794,0.0012846,0.1147544,63398
Pennsylvania_2004,1,0,25.3,0,0,1,0,0,12410722.0,0.0306632,0.8856837,0.0686105,0.020449,0.0013413,0.1143164,63417
Pennsylvania_2005,1,0,26.0,0,0,1,0,0,12449990.0,0.0300847,0.901041,0.0580116,0.0178713,0.0011777,0.098959,64391
Pennsylvania_2006,1,0,25.4,0,0,1,11,1,12510809.0,0.0277048,0.8921217,0.064915,0.0174923,0.0014302,0.1078783,65302
Pennsylvania_2007,1,0,25.8,0,0,1,0,0,12563937.0,0.0267039,0.8893081,0.0653948,0.0195325,0.0014725,0.1106919,63448
Pennsylvania_2008,1,0,26.3,0,0,1,0,0,12612285.0,0.0259677,0.8910571,0.0647156,0.0190504,0.0013259,0.1089429,64842
Pennsylvania_2009,1,0,26.4,0,0,1,19,2,12666858.0,0.0409625,0.8864986,0.067575,0.0197044,0.00149,0.1135015,60979
Pennsylvania_2010,1,0,27.1,0,0,1,0,0,12711406.0,0.0438842,0.8818398,0.0683935,0.0216516,0.0013612,0.1181603,60166
Pennsylvania_2011,1,0,27.0,0,0,1,0,0,12747052.0,0.0396822,0.875827,0.0744003,0.0215319,0.0015363,0.124173,60254
Pennsylvania_2012,1,0,27.8,0,0,1,0,0,12769123.0,0.0392442,0.8758213,0.0741651,0.0212744,0.0016329,0.1241787,61362
Pennsylvania_2013,1,0,28.7,0,0,1,7,1,12779538.0,0.0358617,0.8748033,0.0724167,0.0231886,0.0015423,0.1251967,64255
Pennsylvania_2014,1,0,29.0,0,0,1,8,1,12792392.0,0.031261,0.8745024,0.0726034,0.0231661,0.0015877,0.1254976,63204
Pennsylvania_2015,1,0,29.7,0,0,1,0,0,12789838.0,0.0272816,0.8712708,0.0719107,0.0252604,0.0017714,0.1287292,69061
Pennsylvania_2016,1,0,30.8,0,0,0,9,1,12788468.0,0.025002,0.8733245,0.0690029,0.0255834,0.0018543,0.1266756,68847
Pennsylvania_2017,1,0,31.4,0,0,0,4,1,12794679.0,0.0231965,0.8720661,0.0686949,0.0272221,0.0015302,0.1279339,67736
Pennsylvania_2018,1,0,31.8,0,0,0,29,2,12809107.0,0.0215626,0.8738707,0.0652302,0.0266298,0.0015341,0.1261293,69619
Pennsylvania_2019,1,0,32.3,0,0,0,0,0,12798883.0,0.0194204,0.8767435,0.0629828,0.0264022,0.0014397,0.1232565,74800
Pennsylvania_2020,1,0,34.0,0,0,1,16,1,12994440.0,0.0271437,0.8369071,0.0649513,0.0268287,0.0017671,0.1630928,74094
Pennsylvania_2021,1,0,34.5,0,0,1,8,1,13012059.0,0.0269981,0.8320864,0.0603913,0.0294791,0.0019031,0.1679136,72627
Rhode Island_1984,0,0,15.4,0,0,0,0,0,961894.0,0.0342397,0.9536071,0.0310211,0.0070662,0.0027192,0.0463929,53828
Rhode Island_1985,0,0,16.38,0,0,0,0,0,968955.0,0.03426075,0.9480841833333333,0.031589816666666666,0.008690566666666667,0.0029651166666666666,0.0519158,59296
Rhode Island_1986,0,0,17.36,0,0,0,0,0,977341.0,0.0342818,0.9425612666666666,0.032158533333333336,0.010314933333333333,0.0032110333333333334,0.057438699999999995,62808
Rhode Island_1987,0,0,18.34,0,0,0,0,0,989604.0,0.03430285,0.9370383499999999,0.032727250000000006,0.0119393,0.0034569500000000003,0.06296159999999999,64728
Rhode Island_1988,0,0,19.32,0,0,1,0,0,996408.0,0.034323900000000004,0.9315154333333332,0.033295966666666676,0.013563666666666667,0.003702866666666667,0.06848449999999999,65894
Rhode Island_1989,0,0,20.3,0,0,1,0,0,1000666.0,0.034344950000000006,0.9259925166666665,0.03386468333333335,0.015188033333333333,0.003948783333333334,0.07400739999999999,63730
Rhode Island_1990,0,0,21.3,0,0,1,0,0,1004649.0,0.034366,0.9204696,0.0344334,0.0168124,0.0041947,0.0795303,64453
Rhode Island_1991,0,0,21.81,0,0,1,0,0,1003990.0,0.0329486,0.91693638,0.03436643,0.017746190000000002,0.00420555,0.08306353,59988
Rhode Island_1992,0,0,22.32,0,0,1,0,0,1000571.0,0.0315312,0.91340316,0.034299460000000004,0.018679980000000002,0.0042163999999999995,0.08659676,57766
Rhode Island_1993,0,0,22.83,0,0,1,0,0,997852.0,0.030113800000000003,0.90986994,0.034232490000000004,0.019613770000000003,0.004227249999999999,0.09012999,62042
Rhode Island_1994,1,0,23.34,0,0,1,0,0,993412.0,0.028696400000000004,0.90633672,0.034165520000000005,0.020547560000000003,0.004238099999999999,0.09366321999999999,57906
Rhode Island_1995,1,0,23.85,0,0,1,0,0,989203.0,0.027279000000000005,0.9028035,0.034098550000000005,0.021481350000000003,0.004248949999999999,0.09719644999999999,62620
Rhode Island_1996,1,0,24.36,0,0,1,0,0,987858.0,0.025861600000000005,0.89927028,0.034031580000000006,0.022415140000000004,0.0042597999999999985,0.10072967999999999,63802
Rhode Island_1997,1,0,24.87,0,0,1,0,0,986966.0,0.024444200000000006,0.89573706,0.033964610000000006,0.023348930000000004,0.004270649999999998,0.10426290999999999,58756
Rhode Island_1998,1,0,25.38,0,0,1,0,0,987704.0,0.023026800000000007,0.89220384,0.03389764000000001,0.024282720000000004,0.004281499999999998,0.10779613999999998,67782
Rhode Island_1999,1,0,25.89,0,0,1,0,0,990819.0,0.021609400000000008,0.88867062,0.03383067000000001,0.025216510000000004,0.004292349999999998,0.11132936999999998,69685
Rhode Island_2000,1,0,26.4,0,0,1,0,0,1050268.0,0.020192,0.8851374,0.0337637,0.0261503,0.0043032,0.1148626,66574
Rhode Island_2001,1,0,27.4,0,0,1,0,0,1057142.0,0.0282335,0.8986074,0.0319535,0.0204121,0.003243,0.1013926,70140
Rhode Island_2002,1,0,30.1,0,0,1,0,0,1065995.0,0.0308616,0.8858741,0.0358326,0.0192626,0.0023819,0.1141259,64059
Rhode Island_2003,1,0,27.6,0,0,1,0,0,1071342.0,0.0321109,0.8970588,0.0348101,0.0228965,0.0051191,0.1029412,66024
Rhode Island_2004,1,0,27.2,0,0,1,0,0,1074579.0,0.0337812,0.876514,0.0445685,0.0258327,0.0026495,0.123486,68923
Rhode Island_2005,1,0,29.2,0,0,1,0,0,1067916.0,0.0306363,0.8725452,0.0384918,0.0229772,0.0050079,0.1274548,68819
Rhode Island_2006,1,0,29.6,0,0,1,0,0,1063096.0,0.0283661,0.8595877,0.0382943,0.0222201,0.0047277,0.1404123,72386
Rhode Island_2007,1,0,29.8,0,0,1,0,0,1057315.0,0.0295576,0.8602212,0.0471014,0.0225973,0.0020976,0.1397788,71010
Rhode Island_2008,1,0,30.0,0,0,1,0,0,1055003.0,0.0353565,0.8651542,0.0438028,0.0240621,0.0038303,0.1348458,67161
Rhode Island_2009,1,0,30.5,0,0,1,0,0,1053646.0,0.0477194,0.8507091,0.0539479,0.0256803,0.0045036,0.1492909,65362
Rhode Island_2010,1,0,30.2,0,0,1,0,0,1053994.0,0.0536804,0.8483981,0.0493898,0.0243135,0.0030511,0.1516018,64287
Rhode Island_2011,1,0,31.1,0,0,1,0,0,1053829.0,0.0496067,0.8434058,0.0496067,0.0285053,0.0037945,0.1565942,59196
Rhode Island_2012,1,0,31.4,0,0,1,0,0,1054893.0,0.0497443,0.8443515,0.0541144,0.0305904,0.0034403,0.1556485,66281
Rhode Island_2013,1,0,32.4,0,0,1,0,0,1055560.0,0.0453004,0.8395178,0.0565078,0.0293841,0.0030138,0.1604822,65614
Rhode Island_2014,1,0,30.4,0,0,1,0,0,1056511.0,0.0371193,0.8428214,0.054707,0.0302694,0.0048135,0.1571786,67168
Rhode Island_2015,1,0,32.7,0,0,1,0,0,1056886.0,0.0285904,0.8472972,0.0497965,0.028401,0.0036921,0.1527028,63699
Rhode Island_2016,1,0,34.1,0,0,1,0,0,1057816.0,0.0237957,0.8430064,0.0515574,0.031244,0.0034823,0.1569936,69467
Rhode Island_2017,1,0,33.5,0,0,1,0,0,1056554.0,0.0276721,0.8493724,0.0468809,0.0338532,0.0047547,0.1506276,72285
Rhode Island_2018,1,0,34.4,0,0,1,0,0,1059338.0,0.0262179,0.849652,0.0520545,0.033559,0.0034322,0.150348,67183
Rhode Island_2019,1,0,34.8,0,0,1,0,0,1058158.0,0.0180913,0.8499091,0.0509237,0.0286207,0.0026802,0.1500909,74344
Rhode Island_2020,1,0,38.0,0,0,1,0,0,1096345.0,0.0346461,0.7718096,0.0527169,0.0360169,0.0047358,0.2281904,83918
Rhode Island_2021,1,1,36.5,1,0,1,8,1,1096985.0,0.0375103,0.7683672,0.040522,0.0358675,0.0050196,0.2316327,74982
South Carolina_1984,0,0,13.4,0,0,0,0,0,3271868.0,0.0274381,0.6878138,0.3045805,0.0041786,0.0022918,0.3121862,50582
South Carolina_1985,0,0,13.93,0,0,0,0,0,3303209.0,0.027357,0.68740095,0.30454631666666665,0.004369166666666667,0.0023492166666666666,0.31259905,48246
South Carolina_1986,0,0,14.46,0,0,0,0,0,3342758.0,0.0272759,0.6869881,0.3045121333333333,0.004559733333333334,0.002406633333333333,0.3130119,51988
South Carolina_1987,0,0,14.99,0,0,0,0,0,3380506.0,0.027194799999999998,0.68657525,0.30447795,0.004750300000000001,0.0024640499999999997,0.31342475000000003,57308
South Carolina_1988,0,0,15.52,0,0,0,11,1,3412096.0,0.027113699999999998,0.6861624,0.30444376666666667,0.0049408666666666675,0.0025214666666666663,0.31383760000000005,56379
South Carolina_1989,0,0,16.05,0,0,0,0,0,3456775.0,0.027032599999999997,0.6857495499999999,0.30440958333333334,0.005131433333333334,0.002578883333333333,0.31425045000000007,50347
South Carolina_1990,0,0,16.6,0,0,0,0,0,3499064.0,0.0269515,0.6853367,0.3043754,0.005322,0.0026363,0.3146633,57935
South Carolina_1991,0,0,16.84,0,0,0,0,0,3559470.0,0.02705145,0.69076562,0.29623414000000003,0.00588634,0.0027381799999999998,0.30923438,53426
South Carolina_1992,0,0,17.08,0,0,0,0,0,3600576.0,0.027151400000000003,0.6961945399999999,0.28809288000000005,0.00645068,0.0028400599999999997,0.30380545999999997,52348
South Carolina_1993,0,0,17.32,0,0,0,0,0,3634507.0,0.027251350000000004,0.7016234599999999,0.27995162000000007,0.00701502,0.0029419399999999997,0.29837653999999997,48237
South Carolina_1994,1,0,17.56,0,0,0,0,0,3666456.0,0.027351300000000005,0.7070523799999998,0.2718103600000001,0.00757936,0.0030438199999999996,0.29294761999999996,54130
South Carolina_1995,1,0,17.8,0,0,0,0,0,3699943.0,0.027451250000000007,0.7124812999999998,0.2636691000000001,0.0081437,0.0031456999999999995,0.28751869999999996,51484
South Carolina_1996,1,0,18.04,0,0,0,0,0,3738974.0,0.02755120000000001,0.7179102199999997,0.2555278400000001,0.00870804,0.0032475799999999995,0.28208977999999996,59798
South Carolina_1997,1,0,18.28,0,0,0,0,0,3790066.0,0.02765115000000001,0.7233391399999997,0.2473865800000001,0.00927238,0.0033494599999999994,0.27666085999999995,57852
South Carolina_1998,1,0,18.52,0,0,0,0,0,3839578.0,0.02775110000000001,0.7287680599999996,0.2392453200000001,0.00983672,0.0034513399999999994,0.27123193999999995,55422
South Carolina_1999,1,0,18.76,0,0,0,0,0,3885736.0,0.027851050000000013,0.7341969799999996,0.23110406000000008,0.01040106,0.0035532199999999993,0.26580301999999995,59478
South Carolina_2000,1,0,19.0,0,0,0,0,0,4024223.0,0.027951,0.7396259,0.2229628,0.0109654,0.0036551,0.2603741,59274
South Carolina_2001,1,0,23.4,0,0,0,0,0,4064995.0,0.0279276,0.7407715,0.228605,0.0094705,0.0026268,0.2592285,57888
South Carolina_2002,1,0,23.3,0,0,0,0,0,4107795.0,0.0367741,0.7338366,0.2279692,0.0105389,0.0042604,0.2661634,57104
South Carolina_2003,1,0,22.3,0,0,0,4,1,4150296.9999999995,0.0365686,0.734534,0.2335716,0.0101045,0.0025433,0.265466,56821
South Carolina_2004,1,0,24.9,0,0,0,0,0,4210921.0,0.0341817,0.7387979,0.2285772,0.0118451,0.0022337,0.2612021,55631
South Carolina_2005,1,0,24.2,0,0,0,0,0,4270150.0,0.0356802,0.7255458,0.2328868,0.0130613,0.00317,0.2744542,55949
South Carolina_2006,1,0,22.7,0,0,0,0,0,4357847.0,0.0321248,0.7211207,0.2400922,0.0114764,0.0035365,0.2788793,53367
South Carolina_2007,1,0,23.5,0,0,0,0,0,4444110.0,0.0304218,0.7288613,0.2297958,0.0110113,0.0039857,0.2711387,57915
South Carolina_2008,1,0,23.7,0,0,0,0,0,4528996.0,0.0332017,0.7236959,0.2356946,0.0102245,0.0032381,0.2763041,53177
South Carolina_2009,1,0,24.3,0,0,0,0,0,4589872.0,0.0529677,0.7220612,0.2366109,0.0132092,0.003117,0.2779388,52028
South Carolina_2010,1,0,24.5,0,0,0,0,0,4635846.0,0.0577896,0.7090229,0.248393,0.0109557,0.0033529,0.290977,51927
South Carolina_2011,1,0,24.1,0,0,0,0,0,4672655.0,0.0520827,0.678447,0.2777039,0.0128993,0.004159,0.321553,48392
South Carolina_2012,1,0,25.1,0,0,0,0,0,4719027.0,0.0470387,0.6974062,0.255196,0.0127788,0.0044567,0.3025938,52492
South Carolina_2013,1,0,26.1,0,0,0,0,0,4766469.0,0.0410762,0.7164495,0.2370935,0.0133884,0.0041733,0.2835505,50749
South Carolina_2014,1,0,26.3,0,0,0,0,0,4826858.0,0.034881,0.711936,0.2423302,0.0130065,0.0042651,0.288064,51469
South Carolina_2015,1,0,26.8,0,0,0,10,1,4896006.0,0.031006,0.7179268,0.2336172,0.0141182,0.0044562,0.2820732,53017
South Carolina_2016,1,0,27.2,0,0,0,5,1,4963031.0,0.0260717,0.7204627,0.2282202,0.0150398,0.003574,0.2795372,61347
South Carolina_2017,1,0,28.0,0,0,0,0,0,5027102.0,0.0232615,0.72509,0.22242,0.0152717,0.0038634,0.27491,60278
South Carolina_2018,1,0,28.3,0,0,0,12,1,5091702.0,0.0225822,0.72803,0.2152234,0.0161387,0.0043559,0.27197,61980
South Carolina_2019,1,0,29.6,0,0,0,0,0,5157702.0,0.0199831,0.7369579,0.2060598,0.0162301,0.0040674,0.2630421,65735
South Carolina_2020,1,0,31.7,0,0,0,0,0,5131848.0,0.0234887,0.6855631,0.2131438,0.0153317,0.0060836,0.3144369,63159
South Carolina_2021,1,0,31.5,0,0,0,6,1,5193266.0,0.0244281,0.6823381,0.2085886,0.0175649,0.0050019,0.3176619,62542
South Dakota_1984,0,0,14.0,0,0,0,0,0,697249.0,0.0222195,0.927299,0.0032017,0.0033462,0.0655031,0.072701,48341
South Dakota_1985,0,0,14.53,0,0,0,0,0,698402.0,0.021736533333333332,0.9260711833333333,0.00316445,0.0033135833333333333,0.0665317,0.07392881666666667,43685
South Dakota_1986,0,0,15.06,0,0,0,0,0,696034.0,0.021253566666666664,0.9248433666666667,0.0031272,0.0032809666666666665,0.0675603,0.07515663333333333,47090
South Dakota_1987,0,0,15.59,0,0,0,0,0,696036.0,0.020770599999999997,0.9236155500000001,0.00308995,0.0032483499999999997,0.06858890000000001,0.07638444999999999,48390
South Dakota_1988,0,0,16.12,0,0,0,0,0,698165.0,0.02028763333333333,0.9223877333333335,0.0030527,0.003215733333333333,0.06961750000000001,0.07761226666666665,49227
South Dakota_1989,0,0,16.65,0,0,0,0,0,696701.0,0.01980466666666666,0.9211599166666669,0.0030154500000000002,0.003183116666666666,0.07064610000000002,0.07884008333333331,51003
South Dakota_1990,0,0,17.2,0,0,0,0,0,696667.0,0.0193217,0.9199321,0.0029782,0.0031505,0.0716747,0.0800679,49539
South Dakota_1991,0,0,18.05,0,0,0,0,0,701445.0,0.019148520000000002,0.92415837,0.0031792,0.0033342700000000003,0.06579365999999999,0.07584163,47933
South Dakota_1992,0,0,18.9,0,0,0,0,0,708698.0,0.01897534,0.92838464,0.0033802,0.00351804,0.05991261999999999,0.07161535999999999,49845
South Dakota_1993,0,0,19.75,0,0,0,0,0,716258.0,0.01880216,0.93261091,0.0035811999999999997,0.00370181,0.054031579999999996,0.06738908999999998,51355
South Dakota_1994,1,0,20.6,0,0,0,0,0,723038.0,0.018628979999999996,0.9368371799999999,0.0037821999999999995,0.0038855799999999996,0.04815054,0.06316281999999998,53925
South Dakota_1995,1,0,21.45,0,0,0,0,0,728251.0,0.018455799999999994,0.9410634499999999,0.003983199999999999,0.004069349999999999,0.0422695,0.05893654999999998,52382
South Dakota_1996,1,0,22.3,0,0,0,0,0,730699.0,0.018282619999999992,0.9452897199999999,0.004184199999999999,0.004253119999999999,0.036388460000000004,0.054710279999999986,50933
South Dakota_1997,1,0,23.15,0,0,0,0,0,730855.0,0.01810943999999999,0.9495159899999999,0.004385199999999999,0.004436889999999999,0.030507420000000007,0.05048400999999999,50139
South Dakota_1998,1,0,24.0,0,0,0,0,0,730789.0,0.01793625999999999,0.9537422599999998,0.004586199999999999,0.004620659999999999,0.02462638000000001,0.04625773999999999,54621
South Dakota_1999,1,0,24.85,0,0,0,0,0,733133.0,0.017763079999999987,0.9579685299999998,0.004787199999999998,0.004804429999999998,0.018745340000000013,0.042031469999999994,58444
South Dakota_2000,1,0,25.7,0,0,0,0,0,755844.0,0.0175899,0.9621948,0.0049882,0.0049882,0.0128643,0.0378052,57547
South Dakota_2001,1,0,23.6,0,0,0,0,0,757972.0,0.0179966,0.9501528,0.0067233,0.0077419,0.0171817,0.0498472,60856
South Dakota_2002,1,0,23.75,0,0,0,0,0,760020.0,0.018768,0.9538369,0.0051461,0.0052217,0.016649,0.0461632,57197
South Dakota_2003,1,0,23.9,0,0,0,0,0,763729.0,0.0234758,0.9494044,0.0076384,0.006377,0.0182901,0.0505957,58362
South Dakota_2004,1,0,25.5,0,0,0,0,0,770396.0,0.0216802,0.9475111,0.0069177,0.0071317,0.0202539,0.0524889,59105
South Dakota_2005,1,0,25.0,0,0,0,0,0,775493.0,0.0206078,0.9034824,0.0049563,0.0052172,0.0673014,0.0965175,60011
South Dakota_2006,1,0,24.8,0,0,0,0,0,783033.0,0.0203879,0.902909,0.004724,0.0064644,0.0684983,0.097091,61193
South Dakota_2007,1,0,25.0,0,0,0,0,0,791623.0,0.0204568,0.8972139,0.0037651,0.0057731,0.0725402,0.1027861,60804
South Dakota_2008,1,0,25.1,0,0,0,0,0,799124.0,0.0167577,0.9059086,0.0060824,0.0044687,0.0630586,0.0940914,65091
South Dakota_2009,1,0,25.7,0,0,0,0,0,807067.0,0.02343,0.9028986,0.007971,0.0061594,0.0592995,0.0971014,58009
South Dakota_2010,1,0,26.3,0,0,0,0,0,816193.0,0.0258778,0.9018345,0.0061961,0.0037662,0.0668206,0.0981655,56478
South Dakota_2011,1,0,26.4,0,0,0,0,0,823740.0,0.0230513,0.8608603,0.008674,0.0084363,0.092443,0.1391397,57011
South Dakota_2012,1,0,26.5,0,0,0,0,0,833859.0,0.0231504,0.8461814,0.0118138,0.0070406,0.1090692,0.1538186,58420
South Dakota_2013,1,0,26.6,0,0,0,0,0,842751.0,0.0227689,0.8480549,0.0091533,0.0078947,0.105492,0.1519451,62224
South Dakota_2014,1,0,27.8,0,0,0,0,0,849670.0,0.0197079,0.8465105,0.0088106,0.0086946,0.1066543,0.1534895,60776
South Dakota_2015,1,0,27.5,0,0,0,0,0,854663.0,0.0212766,0.858156,0.00938,0.0086937,0.097003,0.141844,62972
South Dakota_2016,1,0,28.9,0,0,0,0,0,863693.0,0.0194842,0.8386247,0.0122636,0.0124928,0.1094556,0.1613754,64863
South Dakota_2017,1,0,28.1,0,0,0,0,0,873732.0,0.0161018,0.8477649,0.0105844,0.008445,0.1102353,0.1522351,62905
South Dakota_2018,1,0,29.2,0,0,0,0,0,879386.0,0.0150234,0.8528823,0.0101269,0.007456,0.1044959,0.1471177,64158
South Dakota_2019,1,0,29.7,0,0,0,0,0,887127.0,0.0140228,0.8742331,0.0100789,0.0106266,0.0813979,0.1257669,68095
South Dakota_2020,1,0,28.4,0,0,0,0,0,887799.0,0.0180441,0.8133215,0.0105814,0.0056806,0.1129427,0.1866785,73467
South Dakota_2021,1,0,31.7,0,0,0,0,0,896164.0,0.0129208,0.8294231,0.010994,0.0088405,0.0862518,0.1705769,73893
Tennessee_1984,0,0,12.6,0,0,0,0,0,4686737.0,0.0328733,0.8347983,0.1594316,0.0035014,0.0014006,0.1652017,41798
Tennessee_1985,0,0,13.17,0,0,0,0,0,4715296.0,0.03262463333333333,0.8367851833333333,0.15675953333333334,0.0038718,0.0015915999999999999,0.16321481666666668,42809
Tennessee_1986,0,0,13.74,0,0,0,0,0,4738708.0,0.032375966666666665,0.8387720666666666,0.15408746666666667,0.0042422,0.0017825999999999999,0.16122793333333335,43204
Tennessee_1987,0,0,14.31,0,0,0,0,0,4782927.0,0.0321273,0.8407589499999999,0.1514154,0.0046126,0.0019736,0.15924105000000002,48454
Tennessee_1988,0,0,14.88,0,0,0,0,0,4822437.0,0.03187863333333333,0.8427458333333332,0.14874333333333334,0.004983,0.0021646,0.1572541666666667,46052
Tennessee_1989,0,0,15.45,0,0,0,0,0,4854444.0,0.03162996666666666,0.8447327166666665,0.14607126666666667,0.0053533999999999995,0.0023556000000000002,0.15526728333333337,47836
Tennessee_1990,0,0,16.0,0,0,0,0,0,4890626.0,0.0313813,0.8467196,0.1433992,0.0057238,0.0025466,0.1532804,45549
Tennessee_1991,0,0,16.6,0,0,0,0,0,4946886.0,0.03089002,0.8455720600000001,0.14219445,0.0066800800000000006,0.00246179,0.15442794,47571
Tennessee_1992,0,0,17.2,0,0,1,0,0,5013999.0,0.03039874,0.84442452,0.1409897,0.007636360000000001,0.0023769800000000003,0.15557548000000002,46160
Tennessee_1993,0,0,17.8,0,0,1,0,0,5085666.0,0.02990746,0.84327698,0.13978495,0.00859264,0.0022921700000000005,0.15672302000000002,46477
Tennessee_1994,1,0,18.4,0,0,1,0,0,5163016.0,0.02941618,0.8421294399999999,0.1385802,0.00954892,0.0022073600000000007,0.15787056000000002,51941
Tennessee_1995,1,0,19.0,0,0,1,0,0,5241168.0,0.0289249,0.8409818999999998,0.13737544999999998,0.010505200000000001,0.002122550000000001,0.15901810000000002,51385
Tennessee_1996,1,0,19.6,0,0,1,0,0,5313576.0,0.02843362,0.8398343599999998,0.13617069999999998,0.011461480000000001,0.002037740000000001,0.16016564000000003,53114
Tennessee_1997,1,0,20.2,0,0,1,0,0,5378433.0,0.02794234,0.8386868199999997,0.13496594999999997,0.012417760000000002,0.001952930000000001,0.16131318000000003,51730
Tennessee_1998,1,0,20.8,0,0,1,0,0,5432679.0,0.02745106,0.8375392799999997,0.13376119999999997,0.013374040000000002,0.0018681200000000009,0.16246072000000003,56795
Tennessee_1999,1,0,21.4,0,0,1,0,0,5483535.0,0.02695978,0.8363917399999996,0.13255644999999996,0.014330320000000002,0.0017833100000000008,0.16360826000000003,59576
Tennessee_2000,1,0,22.0,0,0,0,0,0,5703719.0,0.0264685,0.8352442,0.1313517,0.0152866,0.0016985,0.1647558,53793
Tennessee_2001,1,0,21.0,0,0,0,0,0,5750789.0,0.0289468,0.8376123,0.1286933,0.0112929,0.0024891,0.1623877,54892
Tennessee_2002,1,0,21.5,0,0,0,0,0,5795918.0,0.0313242,0.8404376,0.1212715,0.0100114,0.0035607,0.1595624,55923
Tennessee_2003,1,0,23.5,0,0,0,0,0,5847812.0,0.0318882,0.8471835,0.1178674,0.0106446,0.0027868,0.1528165,55410
Tennessee_2004,1,0,24.3,0,0,0,0,0,5910809.0,0.0336528,0.8356873,0.124983,0.01367,0.0032245,0.1643126,54741
Tennessee_2005,1,0,21.5,0,0,0,0,0,5991057.0,0.0328247,0.8354554,0.1281494,0.0114524,0.0032673,0.1645446,54803
Tennessee_2006,1,0,21.7,0,0,0,0,0,6088766.0,0.0322053,0.8307954,0.1333846,0.0107951,0.0029932,0.1692046,54816
Tennessee_2007,1,0,21.8,0,0,0,0,0,6175727.0,0.0304518,0.8341761,0.1268151,0.0125113,0.002512,0.1658239,53962
Tennessee_2008,1,0,22.9,0,0,0,9,1,6247411.0,0.0310325,0.8271046,0.1310897,0.0137128,0.0028125,0.1728954,50083
Tennessee_2009,1,0,23.0,0,0,0,0,0,6306019.0,0.0488449,0.8241206,0.135473,0.0134793,0.0019437,0.1758794,51289
Tennessee_2010,1,0,23.1,0,0,0,0,0,6355518.0,0.0516603,0.8166144,0.1392987,0.0150368,0.0025507,0.1833856,48058
Tennessee_2011,1,0,23.6,0,0,0,0,0,6400298.0,0.0476632,0.8095358,0.1457259,0.012879,0.0026576,0.1904642,51042
Tennessee_2012,1,0,24.3,0,0,0,0,0,6455752.0,0.041104,0.8102558,0.1449997,0.0150134,0.0027849,0.1897442,50830
Tennessee_2013,1,0,24.8,0,0,0,0,0,6496943.0,0.0387119,0.8156044,0.1375176,0.0151348,0.0027322,0.1843955,50514
Tennessee_2014,1,0,25.3,0,0,0,0,0,6544617.0,0.0330415,0.8112549,0.1392898,0.015697,0.0026085,0.1887452,50079
Tennessee_2015,1,0,25.7,0,0,0,8,1,6595354.0,0.0268654,0.8194023,0.1349982,0.0144777,0.0026545,0.1805977,54126
Tennessee_2016,1,0,26.1,0,0,0,0,0,6651277.0,0.0233283,0.8163998,0.1346929,0.0164089,0.0029046,0.1836002,57969
Tennessee_2017,1,0,27.3,0,0,0,9,1,6714748.0,0.0216147,0.8230567,0.1287871,0.0169884,0.002163,0.1769433,61128
Tennessee_2018,1,0,27.5,0,0,0,8,1,6778180.0,0.0228256,0.8260338,0.1237086,0.0168359,0.0020456,0.1739662,60487
Tennessee_2019,1,0,28.7,0,0,0,0,0,6830325.0,0.0192355,0.8336476,0.1172842,0.0164291,0.0022802,0.1663524,60011
Tennessee_2020,1,0,30.7,0,0,0,0,0,6925619.0,0.0255857,0.7741632,0.1257897,0.0179531,0.0041793,0.2258368,57542
Tennessee_2021,1,0,30.5,0,0,0,16,1,6968351.0,0.0226619,0.7638899,0.1236454,0.0177802,0.0035217,0.2361101,62166
Texas_1984,0,0,16.9,0,0,0,0,0,16007086.0,0.0182779,0.8584774,0.1198401,0.0094566,0.0036362,0.1415226,57344
Texas_1985,0,0,17.47,0,0,0,0,0,16272734.0,0.020798,0.8435456166666666,0.11751865,0.01060545,0.0037456666666666667,0.15645438333333334,57172
Texas_1986,0,0,18.04,0,0,0,0,0,16561113.000000002,0.0233181,0.8286138333333333,0.1151972,0.0117543,0.0038551333333333333,0.17138616666666667,57181
Texas_1987,0,0,18.61,0,0,0,0,0,16621791.000000002,0.025838200000000002,0.8136820499999999,0.11287575,0.01290315,0.0039646,0.18631795,56558
Texas_1988,0,0,19.18,0,0,0,0,0,16667022.0,0.028358300000000003,0.7987502666666666,0.1105543,0.014052,0.0040740666666666675,0.20124973333333335,55120
Texas_1989,0,0,19.75,0,0,0,0,0,16806735.0,0.030878400000000004,0.7838184833333333,0.10823284999999999,0.01520085,0.004183533333333335,0.21618151666666668,54764
Texas_1990,0,0,20.3,0,0,0,0,0,17044714.0,0.0333985,0.7688867,0.1059114,0.0163497,0.004293,0.2311133,56912
Texas_1991,0,0,20.66,0,0,0,55,2,17339904.0,0.032631339999999995,0.76870288,0.10497224000000001,0.0178601,0.00441436,0.23129712,53952
Texas_1992,0,0,21.02,0,0,0,6,1,17650479.0,0.03186417999999999,0.76851906,0.10403308000000001,0.0193705,0.00453572,0.23148094,53060
Texas_1993,0,0,21.38,0,0,0,0,0,17996764.0,0.031097019999999993,0.7683352400000001,0.10309392000000002,0.020880899999999997,0.00465708,0.23166476,53188
