statecode,state_year,bachelors_and_above_perc,is_after_brady_bill_fed_check_law,has_universal_background_checks,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,median_income,statename,year,treatnew (21 states),treatyearnew
31,New Mexico_2002,25.4,1,0,0,0,0,1855309,53548,New Mexico,2002,0,0
31,New Mexico_2003,23.7,1,0,0,0,0,1877574,51839,New Mexico,2003,0,0
31,New Mexico_2004,25.1,1,0,0,0,0,1903808,56884,New Mexico,2004,0,0
31,New Mexico_2005,27.4,1,0,0,0,0,1932274,54165,New Mexico,2005,0,0
31,New Mexico_2006,25.3,1,0,0,0,0,1962137,53920,New Mexico,2006,0,0
31,New Mexico_2007,24.8,1,0,0,0,0,1990070,58103,New Mexico,2007,0,0
31,New Mexico_2008,24.7,1,0,1,0,0,2010662,53110,New Mexico,2008,0,0
31,New Mexico_2009,25.3,1,0,1,0,0,2036802,55118,New Mexico,2009,0,0
31,New Mexico_2010,25,1,0,1,0,0,2064614,56206,New Mexico,2010,0,0
31,New Mexico_2011,25.6,1,0,1,0,0,2080707,50683,New Mexico,2011,0,0
31,New Mexico_2012,26.1,1,0,1,0,0,2087715,51337,New Mexico,2012,0,0
31,New Mexico_2013,26.4,1,0,1,5,1,2092833,46792,New Mexico,2013,0,0
31,New Mexico_2014,26.4,1,0,1,0,0,2090236,53482,New Mexico,2014,0,0
31,New Mexico_2015,26.5,1,0,1,0,0,2090071,51598,New Mexico,2015,0,0
31,New Mexico_2016,27.2,1,0,1,0,0,2092555,54703,New Mexico,2016,0,0
31,New Mexico_2017,27.1,1,0,1,6,1,2092844,50401,New Mexico,2017,0,0
31,New Mexico_2018,27.7,1,0,1,0,0,2093754,52096,New Mexico,2018,0,0
31,New Mexico_2019,27.7,1,1,1,7,1,2099634,56287,New Mexico,2019,1,0
31,New Mexico_2020,30.1,1,1,1,0,0,2118390,53283,New Mexico,2020,1,1
31,New Mexico_2021,30.1,1,1,1,0,0,2116677,53463,New Mexico,2021,1,1
32,New York_1984,17.9,0,0,0,14,2,17745684,54861,New York,1984,0,0
32,New York_1985,17.9,0,0,0,0,0,17791672,56922,New York,1985,0,0
32,New York_1986,17.9,0,0,0,0,0,17833419,59223,New York,1986,0,0
32,New York_1987,17.9,0,0,0,0,0,17868848,60362,New York,1987,0,0
32,New York_1988,17.9,0,0,1,0,0,17941309,63847,New York,1988,0,0
32,New York_1989,17.9,0,0,1,0,0,17983086,66633,New York,1989,0,0
32,New York_1990,23.1,0,0,1,0,0,18002855,63693,New York,1990,0,0
32,New York_1991,23.1,0,0,1,0,0,18029532,61852,New York,1991,0,0
32,New York_1992,23.1,0,0,1,0,0,18082032,58941,New York,1992,0,0
32,New York_1993,23.1,0,0,1,25,1,18140894,58687,New York,1993,0,0
32,New York_1994,23.1,1,0,1,0,0,18156652,57853,New York,1994,0,0
32,New York_1995,23.1,1,0,1,12,1,18150928,58492,New York,1995,0,0
32,New York_1996,23.1,1,0,1,0,0,18143805,61083,New York,1996,0,0
32,New York_1997,23.1,1,0,1,8,1,18143184,60446,New York,1997,0,0
32,New York_1998,23.1,1,0,1,0,0,18159175,62297,New York,1998,0,0
32,New York_1999,23.1,1,0,1,0,0,18196601,65231,New York,1999,0,0
32,New York_2000,28.7,1,0,1,7,1,19001780,64282,New York,2000,0,0
32,New York_2001,28.9,1,0,1,0,0,19082838,64604,New York,2001,0,0
32,New York_2002,28.8,1,0,1,0,0,19137800,63378,New York,2002,0,0
32,New York_2003,29.6,1,0,1,0,0,19175939,63184,New York,2003,0,0
32,New York_2004,30.6,1,0,1,0,0,19171567,64198,New York,2004,0,0
32,New York_2005,30.4,1,0,1,0,0,19132610,65609,New York,2005,0,0
32,New York_2006,31.2,1,0,1,0,0,19104631,64958,New York,2006,0,0
32,New York_2007,31.7,1,0,1,0,0,19132335,64112,New York,2007,0,0
32,New York_2008,31.9,1,0,1,0,0,19212436,63655,New York,2008,0,0
32,New York_2009,32.4,1,0,1,18,1,19307066,63567,New York,2009,0,0
32,New York_2010,32.5,1,0,1,0,0,19399956,61993,New York,2010,0,0
32,New York_2011,32.9,1,0,1,0,0,19499921,61131,New York,2011,0,0
32,New York_2012,33.4,1,0,1,18,2,19574362,56368,New York,2012,0,0
32,New York_2013,34.1,1,1,1,7,1,19626488,58209,New York,2013,1,0
32,New York_2014,34.5,1,1,1,0,0,19653431,62216,New York,2014,1,1
32,New York_2015,35,1,1,1,0,0,19657321,66334,New York,2015,1,1
32,New York_2016,35.7,1,1,1,0,0,19636391,69364,New York,2016,1,1
32,New York_2017,36,1,1,1,8,1,19593849,68021,New York,2017,1,1
32,New York_2018,37.2,1,1,1,0,0,19544098,72586,New York,2018,1,1
32,New York_2019,37.8,1,1,1,0,0,19463131,76149,New York,2019,1,1
32,New York_2020,39.5,1,1,1,0,0,20108296,71865,New York,2020,1,1
32,New York_2021,39.9,1,1,1,0,0,19857492,72920,New York,2021,1,1
33,North Carolina_1984,13.2,0,0,0,0,0,6164006,51230,North Carolina,1984,0,0
33,North Carolina_1985,13.2,0,0,0,0,0,6253954,51653,North Carolina,1985,0,0
33,North Carolina_1986,13.2,0,0,0,0,0,6321578,51735,North Carolina,1986,0,0
33,North Carolina_1987,13.2,0,0,0,5,1,6403700,52071,North Carolina,1987,0,0
33,North Carolina_1988,13.2,0,0,0,10,1,6480594,53910,North Carolina,1988,0,0
33,North Carolina_1989,13.2,0,0,0,0,0,6565459,55864,North Carolina,1989,0,0
33,North Carolina_1990,17.4,0,0,0,0,0,6656987,53084,North Carolina,1990,0,0
33,North Carolina_1991,17.4,0,0,0,0,0,6748135,52240,North Carolina,1991,0,0
33,North Carolina_1992,17.4,0,0,0,0,0,6831850,52715,North Carolina,1992,0,0
33,North Carolina_1993,17.4,0,0,0,12,1,6947412,53360,North Carolina,1993,0,0
33,North Carolina_1994,17.4,1,0,0,0,0,7060959,54616,North Carolina,1994,0,0
33,North Carolina_1995,17.4,1,0,0,0,0,7185403,56634,North Carolina,1995,0,0
33,North Carolina_1996,17.4,1,0,0,0,0,7307658,61413,North Carolina,1996,0,0
33,North Carolina_1997,17.4,1,0,0,0,0,7428672,60517,North Carolina,1997,0,0
33,North Carolina_1998,17.4,1,0,0,0,0,7545828,59705,North Carolina,1998,0,0
33,North Carolina_1999,17.4,1,0,0,0,0,7650789,60770,North Carolina,1999,0,0
33,North Carolina_2000,23.2,1,0,0,0,0,8081614,60453,North Carolina,2000,0,0
33,North Carolina_2001,23.1,1,0,0,0,0,8210122,58541,North Carolina,2001,0,0
33,North Carolina_2002,22.4,1,0,0,0,0,8326201,55146,North Carolina,2002,0,0
33,North Carolina_2003,23.8,1,0,0,0,0,8422501,55049,North Carolina,2003,0,0
33,North Carolina_2004,23.4,1,0,0,0,0,8553152,57856,North Carolina,2004,0,0
33,North Carolina_2005,25.3,1,0,0,0,0,8705407,58488,North Carolina,2005,0,0
33,North Carolina_2006,24.8,1,0,0,0,0,8917270,53609,North Carolina,2006,0,0
33,North Carolina_2007,25.6,1,0,0,0,0,9118037,56998,North Carolina,2007,0,0
33,North Carolina_2008,26.1,1,0,1,0,0,9309449,54155,North Carolina,2008,0,0
33,North Carolina_2009,26.5,1,0,1,11,1,9449566,53047,North Carolina,2009,0,0
33,North Carolina_2010,26.5,1,0,1,0,0,9574586,54582,North Carolina,2010,0,0
33,North Carolina_2011,26.9,1,0,1,0,0,9658913,54575,North Carolina,2011,0,0
33,North Carolina_2012,27.4,1,0,0,0,0,9751810,49125,North Carolina,2012,0,0
33,North Carolina_2013,28.4,1,0,0,0,0,9846717,53981,North Carolina,2013,0,0
33,North Carolina_2014,28.7,1,0,0,0,0,9937295,53594,North Carolina,2014,0,0
33,North Carolina_2015,29.4,1,0,0,0,0,10037218,58091,North Carolina,2015,0,0
33,North Carolina_2016,30.4,1,0,0,0,0,10161802,60701,North Carolina,2016,0,0
33,North Carolina_2017,31.3,1,0,0,0,0,10275758,54762,North Carolina,2017,0,0
33,North Carolina_2018,31.9,1,0,0,0,0,10391358,57583,North Carolina,2018,0,0
33,North Carolina_2019,32.3,1,0,0,6,1,10501384,64814,North Carolina,2019,0,0
33,North Carolina_2020,34.8,1,0,0,0,0,10449445,63252,North Carolina,2020,0,0
33,North Carolina_2021,34.9,1,0,0,4,1,10565885,62891,North Carolina,2021,0,0
34,North Dakota_1984,14.8,0,0,0,0,0,680497,51733,North Dakota,1984,0,0
34,North Dakota_1985,14.8,0,0,0,0,0,676980,51061,North Dakota,1985,0,0
34,North Dakota_1986,14.8,0,0,0,0,0,669512,50900,North Dakota,1986,0,0
34,North Dakota_1987,14.8,0,0,0,0,0,661136,51650,North Dakota,1987,0,0
34,North Dakota_1988,14.8,0,0,0,0,0,655331,53197,North Dakota,1988,0,0
34,North Dakota_1989,14.8,0,0,0,0,0,646351,53374,North Dakota,1989,0,0
34,North Dakota_1990,18.1,0,0,0,0,0,637364,50937,North Dakota,1990,0,0
34,North Dakota_1991,18.1,0,0,0,0,0,634199,50370,North Dakota,1991,0,0
34,North Dakota_1992,18.1,0,0,0,0,0,635427,51173,North Dakota,1992,0,0
34,North Dakota_1993,18.1,0,0,0,0,0,637229,52061,North Dakota,1993,0,0
34,North Dakota_1994,18.1,1,0,0,0,0,639762,51286,North Dakota,1994,0,0
34,North Dakota_1995,18.1,1,0,0,0,0,641548,51516,North Dakota,1995,0,0
34,North Dakota_1996,18.1,1,0,0,0,0,642858,54287,North Dakota,1996,0,0
34,North Dakota_1997,18.1,1,0,0,0,0,640945,53461,North Dakota,1997,0,0
34,North Dakota_1998,18.1,1,0,0,0,0,637808,50486,North Dakota,1998,0,0
34,North Dakota_1999,18.1,1,0,0,0,0,633666,53281,North Dakota,1999,0,0
34,North Dakota_2000,22.6,1,0,0,0,0,642023,56791,North Dakota,2000,0,0
34,North Dakota_2001,24.4,1,0,0,0,0,639062,54907,North Dakota,2001,0,0
34,North Dakota_2002,25.3,1,0,0,0,0,638168,54670,North Dakota,2002,0,0
34,North Dakota_2003,25.2,1,0,0,0,0,638817,59673,North Dakota,2003,0,0
34,North Dakota_2004,25.2,1,0,0,0,0,644705,56392,North Dakota,2004,0,0
34,North Dakota_2005,27.2,1,0,0,0,0,646089,58678,North Dakota,2005,0,0
34,North Dakota_2006,25.6,1,0,0,0,0,649422,55293,North Dakota,2006,0,0
34,North Dakota_2007,25.7,1,0,0,0,0,652822,61835,North Dakota,2007,0,0
34,North Dakota_2008,26.9,1,0,0,0,0,657569,62608,North Dakota,2008,0,0
34,North Dakota_2009,25.8,1,0,0,0,0,664968,63388,North Dakota,2009,0,0
34,North Dakota_2010,27.6,1,0,0,0,0,674752,63519,North Dakota,2010,0,0
34,North Dakota_2011,26.3,1,0,0,0,0,685526,68042,North Dakota,2011,0,0
34,North Dakota_2012,27.9,1,0,0,0,0,702227,65928,North Dakota,2012,0,0
34,North Dakota_2013,27.1,1,0,0,0,0,723149,68910,North Dakota,2013,0,0
34,North Dakota_2014,27.4,1,0,0,0,0,738736,69570,North Dakota,2014,0,0
34,North Dakota_2015,29.1,1,0,0,0,0,755537,65659,North Dakota,2015,0,0
34,North Dakota_2016,29.6,1,0,0,0,0,756114,67950,North Dakota,2016,0,0
34,North Dakota_2017,30.7,1,0,0,0,0,756755,66500,North Dakota,2017,0,0
34,North Dakota_2018,29.7,1,0,0,0,0,760062,71756,North Dakota,2018,0,0
34,North Dakota_2019,30.4,1,0,0,0,0,763724,74216,North Dakota,2019,0,0
34,North Dakota_2020,31.8,1,0,0,0,0,779518,67109,North Dakota,2020,0,0
34,North Dakota_2021,31.7,1,0,0,0,0,777934,68882,North Dakota,2021,0,0
35,Ohio_1984,13.7,0,0,0,0,0,10737746,57591,Ohio,1984,0,0
35,Ohio_1985,13.7,0,0,0,0,0,10734926,60618,Ohio,1985,0,0
35,Ohio_1986,13.7,0,0,0,0,0,10730268,59436,Ohio,1986,0,0
35,Ohio_1987,13.7,0,0,0,0,0,10760090,58965,Ohio,1987,0,0
35,Ohio_1988,13.7,0,0,0,0,0,10798552,61252,Ohio,1988,0,0
35,Ohio_1989,13.7,0,0,0,0,0,10829217,61396,Ohio,1989,0,0
35,Ohio_1990,17,0,0,0,0,0,10861837,60511,Ohio,1990,0,0
35,Ohio_1991,17,0,0,0,0,0,10933683,57953,Ohio,1991,0,0
35,Ohio_1992,17,0,0,1,0,0,11007609,59611,Ohio,1992,0,0
35,Ohio_1993,17,0,0,1,0,0,11070385,57924,Ohio,1993,0,0
35,Ohio_1994,17,1,0,1,5,1,11111451,57773,Ohio,1994,0,0
35,Ohio_1995,17,1,0,1,0,0,11155493,61880,Ohio,1995,0,0
35,Ohio_1996,17,1,0,1,0,0,11187032,58772,Ohio,1996,0,0
35,Ohio_1997,17,1,0,1,0,0,11212498,61013,Ohio,1997,0,0
35,Ohio_1998,17,1,0,1,0,0,11237752,64848,Ohio,1998,0,0
35,Ohio_1999,17,1,0,1,0,0,11256654,64416,Ohio,1999,0,0
35,Ohio_2000,24.6,1,0,0,0,0,11363543,67781,Ohio,2000,0,0
35,Ohio_2001,24.1,1,0,0,0,0,11387404,64099,Ohio,2001,0,0
35,Ohio_2002,24.5,1,0,0,0,0,11407889,64462,Ohio,2002,0,0
35,Ohio_2003,25,1,0,0,3,1,11434788,64265,Ohio,2003,0,0
35,Ohio_2004,24.6,1,0,0,8,1,11452251,61906,Ohio,2004,0,0
35,Ohio_2005,23,1,0,0,0,0,11463320,61474,Ohio,2005,0,0
35,Ohio_2006,23,1,0,0,0,0,11481213,61830,Ohio,2006,0,0
35,Ohio_2007,24.1,1,0,0,6,1,11500468,64315,Ohio,2007,0,0
35,Ohio_2008,24.1,1,0,1,0,0,11515391,59205,Ohio,2008,0,0
35,Ohio_2009,24.1,1,0,1,0,0,11528896,58077,Ohio,2009,0,0
35,Ohio_2010,24.6,1,0,1,0,0,11539449,57143,Ohio,2010,0,0
35,Ohio_2011,24.7,1,0,1,9,1,11545735,53902,Ohio,2011,0,0
35,Ohio_2012,25.2,1,0,1,6,1,11550971,52461,Ohio,2012,0,0
35,Ohio_2013,26.1,1,0,1,0,0,11579692,59120,Ohio,2013,0,0
35,Ohio_2014,26.6,1,0,1,0,0,11606573,56870,Ohio,2014,0,0
35,Ohio_2015,26.8,1,0,1,0,0,11622315,60955,Ohio,2015,0,0
35,Ohio_2016,27.5,1,0,0,4,1,11640060,60951,Ohio,2016,0,0
35,Ohio_2017,28,1,0,0,17,1,11665706,67076,Ohio,2017,0,0
35,Ohio_2018,29,1,0,0,6,1,11680892,66500,Ohio,2018,0,0
35,Ohio_2019,29.3,1,0,0,37,1,11696507,68527,Ohio,2019,0,0
35,Ohio_2020,30.6,1,0,0,0,0,11797517,63198,Ohio,2020,0,0
35,Ohio_2021,30.7,1,0,0,0,0,11764342,62689,Ohio,2021,0,0
36,Oklahoma_1984,15.1,0,0,0,0,0,3285533,52672,Oklahoma,1984,0,0
36,Oklahoma_1985,15.1,0,0,0,0,0,3271332,51061,Oklahoma,1985,0,0
36,Oklahoma_1986,15.1,0,0,0,21,1,3252735,49574,Oklahoma,1986,0,0
36,Oklahoma_1987,15.1,0,0,0,0,0,3210122,49626,Oklahoma,1987,0,0
36,Oklahoma_1988,15.1,0,0,0,0,0,3167057,52259,Oklahoma,1988,0,0
36,Oklahoma_1989,15.1,0,0,0,0,0,3150307,50070,Oklahoma,1989,0,0
36,Oklahoma_1990,17.8,0,0,0,0,0,3147105,49162,Oklahoma,1990,0,0
36,Oklahoma_1991,17.8,0,0,0,0,0,3166471,49534,Oklahoma,1991,0,0
36,Oklahoma_1992,17.8,0,0,0,0,0,3204174,47994,Oklahoma,1992,0,0
36,Oklahoma_1993,17.8,0,0,0,0,0,3228829,48621,Oklahoma,1993,0,0
36,Oklahoma_1994,17.8,1,0,0,0,0,3246119,48952,Oklahoma,1994,0,0
36,Oklahoma_1995,17.8,1,0,0,0,0,3265547,46596,Oklahoma,1995,0,0
36,Oklahoma_1996,17.8,1,0,0,0,0,3289634,47330,Oklahoma,1996,0,0
36,Oklahoma_1997,17.8,1,0,0,0,0,3314259,52937,Oklahoma,1997,0,0
36,Oklahoma_1998,17.8,1,0,0,0,0,3339478,56188,Oklahoma,1998,0,0
36,Oklahoma_1999,17.8,1,0,0,4,1,3358044,53314,Oklahoma,1999,0,0
36,Oklahoma_2000,22.5,1,0,0,0,0,3454365,51168,Oklahoma,2000,0,0
36,Oklahoma_2001,21.1,1,0,0,0,0,3467100,54625,Oklahoma,2001,0,0
36,Oklahoma_2002,20.4,1,0,0,0,0,3489080,55060,Oklahoma,2002,0,0
36,Oklahoma_2003,24.3,1,0,0,0,0,3504892,53016,Oklahoma,2003,0,0
36,Oklahoma_2004,22.9,1,0,0,0,0,3525233,56959,Oklahoma,2004,0,0
36,Oklahoma_2005,24,1,0,0,0,0,3548597,52354,Oklahoma,2005,0,0
36,Oklahoma_2006,22.1,1,0,0,0,0,3594090,52317,Oklahoma,2006,0,0
36,Oklahoma_2007,22.8,1,0,0,0,0,3634349,56609,Oklahoma,2007,0,0
36,Oklahoma_2008,22.2,1,0,0,0,0,3668976,58167,Oklahoma,2008,0,0
36,Oklahoma_2009,22.7,1,0,0,0,0,3717572,58075,Oklahoma,2009,0,0
36,Oklahoma_2010,22.9,1,0,0,0,0,3760014,53677,Oklahoma,2010,0,0
36,Oklahoma_2011,23.8,1,0,0,0,0,3788824,58498,Oklahoma,2011,0,0
36,Oklahoma_2012,23.8,1,0,0,0,0,3819320,57228,Oklahoma,2012,0,0
36,Oklahoma_2013,23.8,1,0,0,0,0,3853891,53777,Oklahoma,2013,0,0
36,Oklahoma_2014,24.2,1,0,0,0,0,3879187,54069,Oklahoma,2014,0,0
36,Oklahoma_2015,24.6,1,0,0,0,0,3910518,53837,Oklahoma,2015,0,0
36,Oklahoma_2016,25.2,1,0,0,0,0,3928143,57516,Oklahoma,2016,0,0
36,Oklahoma_2017,25.5,1,0,0,0,0,3933602,57343,Oklahoma,2017,0,0
36,Oklahoma_2018,25.6,1,0,0,0,0,3943488,58732,Oklahoma,2018,0,0
36,Oklahoma_2019,26.2,1,0,0,0,0,3960676,62946,Oklahoma,2019,0,0
36,Oklahoma_2020,27,1,0,0,0,0,3964912,54921,Oklahoma,2020,0,0
36,Oklahoma_2021,27.9,1,0,0,7,1,3991225,60096,Oklahoma,2021,0,0
37,Oregon_1984,17.9,0,0,0,0,0,2666588,53297,Oregon,1984,0,0
37,Oregon_1985,17.9,0,0,0,0,0,2672652,52720,Oregon,1985,0,0
37,Oregon_1986,17.9,0,0,0,0,0,2683528,58626,Oregon,1986,0,0
37,Oregon_1987,17.9,0,0,0,0,0,2700991,57283,Oregon,1987,0,0
37,Oregon_1988,17.9,0,0,1,0,0,2741297,61270,Oregon,1988,0,0
37,Oregon_1989,17.9,0,0,1,0,0,2790575,60356,Oregon,1989,0,0
37,Oregon_1990,20.6,0,0,1,0,0,2858547,59035,Oregon,1990,0,0
37,Oregon_1991,20.6,0,0,1,0,0,2918745,58731,Oregon,1991,0,0
37,Oregon_1992,20.6,0,0,1,0,0,2973934,60604,Oregon,1992,0,0
37,Oregon_1993,20.6,0,0,1,0,0,3034490,61355,Oregon,1993,0,0
37,Oregon_1994,20.6,1,0,1,0,0,3087142,57050,Oregon,1994,0,0
37,Oregon_1995,20.6,1,0,1,0,0,3141421,64417,Oregon,1995,0,0
37,Oregon_1996,20.6,1,0,1,0,0,3195087,61225,Oregon,1996,0,0
37,Oregon_1997,20.6,1,0,1,0,0,3243254,62893,Oregon,1997,0,0
37,Oregon_1998,20.6,1,0,1,29,1,3282055,65084,Oregon,1998,0,0
37,Oregon_1999,20.6,1,0,1,0,0,3316154,66259,Oregon,1999,0,0
37,Oregon_2000,27.2,1,0,1,0,0,3429708,67051,Oregon,2000,0,0
37,Oregon_2001,27.2,1,0,1,0,0,3467937,63314,Oregon,2001,0,0
37,Oregon_2002,27.1,1,0,1,0,0,3513424,63130,Oregon,2002,0,0
37,Oregon_2003,26.4,1,0,1,0,0,3547376,61486,Oregon,2003,0,0
37,Oregon_2004,25.9,1,0,1,0,0,3569463,58943,Oregon,2004,0,0
37,Oregon_2005,29,1,0,1,0,0,3613202,61413,Oregon,2005,0,0
37,Oregon_2006,27.5,1,0,1,0,0,3670883,63435,Oregon,2006,0,0
37,Oregon_2007,28.3,1,0,1,0,0,3722417,65805,Oregon,2007,0,0
37,Oregon_2008,28.1,1,0,1,0,0,3768748,65252,Oregon,2008,0,0
37,Oregon_2009,29.2,1,0,1,0,0,3808600,62151,Oregon,2009,0,0
37,Oregon_2010,28.8,1,0,1,0,0,3837614,63016,Oregon,2010,0,0
37,Oregon_2011,29.3,1,0,1,0,0,3872672,62205,Oregon,2011,0,0
37,Oregon_2012,29.9,1,0,1,0,0,3900102,61210,Oregon,2012,0,0
37,Oregon_2013,30.7,1,0,1,0,0,3924110,57082,Oregon,2013,0,0
37,Oregon_2014,30.8,1,0,1,4,1,3965447,67445,Oregon,2014,0,0
37,Oregon_2015,32.2,1,1,1,18,1,4018542,69569,Oregon,2015,1,0
37,Oregon_2016,32.7,1,1,1,0,0,4093271,66765,Oregon,2016,1,1
37,Oregon_2017,33.7,1,1,1,0,0,4147294,69077,Oregon,2017,1,1
37,Oregon_2018,34,1,1,1,0,0,4183538,74626,Oregon,2018,1,1
37,Oregon_2019,34.5,1,1,1,0,0,4216116,78860,Oregon,2019,1,1
37,Oregon_2020,36.3,1,1,1,0,0,4244795,80443,Oregon,2020,1,1
37,Oregon_2021,36.3,1,1,1,0,0,4256301,81855,Oregon,2021,1,1
38,Pennsylvania_1984,13.6,0,0,0,0,0,11815172,50674,Pennsylvania,1984,0,0
38,Pennsylvania_1985,13.6,0,0,0,10,1,11770862,55087,Pennsylvania,1985,0,0
38,Pennsylvania_1986,13.6,0,0,0,0,0,11782752,56340,Pennsylvania,1986,0,0
38,Pennsylvania_1987,13.6,0,0,0,0,0,11810866,58166,Pennsylvania,1987,0,0
38,Pennsylvania_1988,13.6,0,0,0,0,0,11845752,59048,Pennsylvania,1988,0,0
38,Pennsylvania_1989,13.6,0,0,0,0,0,11865996,60696,Pennsylvania,1989,0,0
38,Pennsylvania_1990,17.9,0,0,0,0,0,11895604,58479,Pennsylvania,1990,0,0
38,Pennsylvania_1991,17.9,0,0,0,0,0,11943160,59076,Pennsylvania,1991,0,0
38,Pennsylvania_1992,17.9,0,0,1,0,0,11980819,56722,Pennsylvania,1992,0,0
38,Pennsylvania_1993,17.9,0,0,1,0,0,12022128,57387,Pennsylvania,1993,0,0
38,Pennsylvania_1994,17.9,1,0,1,0,0,12042545,58156,Pennsylvania,1994,0,0
38,Pennsylvania_1995,17.9,1,0,1,0,0,12044780,61141,Pennsylvania,1995,0,0
38,Pennsylvania_1996,17.9,1,0,1,0,0,12038008,60202,Pennsylvania,1996,0,0
38,Pennsylvania_1997,17.9,1,0,1,0,0,12015888,63349,Pennsylvania,1997,0,0
38,Pennsylvania_1998,17.9,1,0,1,4,1,12002329,64998,Pennsylvania,1998,0,0
38,Pennsylvania_1999,17.9,1,0,1,0,0,11994016,61592,Pennsylvania,1999,0,0
38,Pennsylvania_2000,24.3,1,0,1,15,2,12284173,66541,Pennsylvania,2000,0,0
38,Pennsylvania_2001,25.8,1,0,1,0,0,12298970,66729,Pennsylvania,2001,0,0
38,Pennsylvania_2002,26.1,1,0,1,0,0,12331031,64181,Pennsylvania,2002,0,0
38,Pennsylvania_2003,24.8,1,0,1,0,0,12374658,63398,Pennsylvania,2003,0,0
38,Pennsylvania_2004,25.3,1,0,1,0,0,12410722,63417,Pennsylvania,2004,0,0
38,Pennsylvania_2005,26,1,0,1,0,0,12449990,64391,Pennsylvania,2005,0,0
38,Pennsylvania_2006,25.4,1,0,1,11,1,12510809,65302,Pennsylvania,2006,0,0
38,Pennsylvania_2007,25.8,1,0,1,0,0,12563937,63448,Pennsylvania,2007,0,0
38,Pennsylvania_2008,26.3,1,0,1,0,0,12612285,64842,Pennsylvania,2008,0,0
38,Pennsylvania_2009,26.4,1,0,1,19,2,12666858,60979,Pennsylvania,2009,0,0
38,Pennsylvania_2010,27.1,1,0,1,0,0,12711406,60166,Pennsylvania,2010,0,0
38,Pennsylvania_2011,27,1,0,1,0,0,12747052,60254,Pennsylvania,2011,0,0
38,Pennsylvania_2012,27.8,1,0,1,0,0,12769123,61362,Pennsylvania,2012,0,0
38,Pennsylvania_2013,28.7,1,0,1,7,1,12779538,64255,Pennsylvania,2013,0,0
38,Pennsylvania_2014,29,1,0,1,8,1,12792392,63204,Pennsylvania,2014,0,0
38,Pennsylvania_2015,29.7,1,0,1,0,0,12789838,69061,Pennsylvania,2015,0,0
38,Pennsylvania_2016,30.8,1,0,0,9,1,12788468,68847,Pennsylvania,2016,0,0
38,Pennsylvania_2017,31.4,1,0,0,4,1,12794679,67736,Pennsylvania,2017,0,0
38,Pennsylvania_2018,31.8,1,0,0,29,2,12809107,69619,Pennsylvania,2018,0,0
38,Pennsylvania_2019,32.3,1,0,0,0,0,12798883,74800,Pennsylvania,2019,0,0
38,Pennsylvania_2020,34,1,0,1,16,1,12994440,74094,Pennsylvania,2020,0,0
38,Pennsylvania_2021,34.5,1,0,1,8,1,13012059,72627,Pennsylvania,2021,0,0
39,Rhode Island_1984,15.4,0,0,0,0,0,961894,53828,Rhode Island,1984,0,0
39,Rhode Island_1985,15.4,0,0,0,0,0,968955,59296,Rhode Island,1985,0,0
39,Rhode Island_1986,15.4,0,0,0,0,0,977341,62808,Rhode Island,1986,0,0
39,Rhode Island_1987,15.4,0,0,0,0,0,989604,64728,Rhode Island,1987,0,0
39,Rhode Island_1988,15.4,0,0,1,0,0,996408,65894,Rhode Island,1988,0,0
39,Rhode Island_1989,15.4,0,0,1,0,0,1000666,63730,Rhode Island,1989,0,0
39,Rhode Island_1990,21.3,0,0,1,0,0,1004649,64453,Rhode Island,1990,0,0
39,Rhode Island_1991,21.3,0,0,1,0,0,1003990,59988,Rhode Island,1991,0,0
39,Rhode Island_1992,21.3,0,0,1,0,0,1000571,57766,Rhode Island,1992,0,0
39,Rhode Island_1993,21.3,0,0,1,0,0,997852,62042,Rhode Island,1993,0,0
39,Rhode Island_1994,21.3,1,0,1,0,0,993412,57906,Rhode Island,1994,0,0
39,Rhode Island_1995,21.3,1,0,1,0,0,989203,62620,Rhode Island,1995,0,0
39,Rhode Island_1996,21.3,1,0,1,0,0,987858,63802,Rhode Island,1996,0,0
39,Rhode Island_1997,21.3,1,0,1,0,0,986966,58756,Rhode Island,1997,0,0
39,Rhode Island_1998,21.3,1,0,1,0,0,987704,67782,Rhode Island,1998,0,0
39,Rhode Island_1999,21.3,1,0,1,0,0,990819,69685,Rhode Island,1999,0,0
39,Rhode Island_2000,26.4,1,0,1,0,0,1050268,66574,Rhode Island,2000,0,0
39,Rhode Island_2001,27.4,1,0,1,0,0,1057142,70140,Rhode Island,2001,0,0
39,Rhode Island_2002,30.1,1,0,1,0,0,1065995,64059,Rhode Island,2002,0,0
39,Rhode Island_2003,27.6,1,0,1,0,0,1071342,66024,Rhode Island,2003,0,0
39,Rhode Island_2004,27.2,1,0,1,0,0,1074579,68923,Rhode Island,2004,0,0
39,Rhode Island_2005,29.2,1,0,1,0,0,1067916,68819,Rhode Island,2005,0,0
39,Rhode Island_2006,29.6,1,0,1,0,0,1063096,72386,Rhode Island,2006,0,0
39,Rhode Island_2007,29.8,1,0,1,0,0,1057315,71010,Rhode Island,2007,0,0
39,Rhode Island_2008,30,1,0,1,0,0,1055003,67161,Rhode Island,2008,0,0
39,Rhode Island_2009,30.5,1,0,1,0,0,1053646,65362,Rhode Island,2009,0,0
39,Rhode Island_2010,30.2,1,0,1,0,0,1053994,64287,Rhode Island,2010,0,0
