statecode,state_year,bachelors_and_above_perc,is_after_brady_bill_fed_check_law,has_universal_background_checks,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,median_income,statename,year,treatnew (21 states),treatyearnew
48,West Virginia_1994,12.3,1,0,1,0,0,1818490,42737,West Virginia,1994,0,0
48,West Virginia_1995,12.3,1,0,1,0,0,1820560,44062,West Virginia,1995,0,0
48,West Virginia_1996,12.3,1,0,1,0,0,1818983,43552,West Virginia,1996,0,0
48,West Virginia_1997,12.3,1,0,1,0,0,1815588,46414,West Virginia,1997,0,0
48,West Virginia_1998,12.3,1,0,1,0,0,1811688,44488,West Virginia,1998,0,0
48,West Virginia_1999,12.3,1,0,1,0,0,1806928,47790,West Virginia,1999,0,0
48,West Virginia_2000,15.3,1,0,0,0,0,1807021,46402,West Virginia,2000,0,0
48,West Virginia_2001,15.8,1,0,0,0,0,1801481,45519,West Virginia,2001,0,0
48,West Virginia_2002,15.9,1,0,0,0,0,1805414,44339,West Virginia,2002,0,0
48,West Virginia_2003,15.3,1,0,0,0,0,1812295,48381,West Virginia,2003,0,0
48,West Virginia_2004,15.3,1,0,0,0,0,1816438,47985,West Virginia,2004,0,0
48,West Virginia_2005,15.1,1,0,0,0,0,1820492,50685,West Virginia,2005,0,0
48,West Virginia_2006,16.5,1,0,0,0,0,1827912,51753,West Virginia,2006,0,0
48,West Virginia_2007,17.3,1,0,0,0,0,1834052,55136,West Virginia,2007,0,0
48,West Virginia_2008,17.1,1,0,0,0,0,1840310,47928,West Virginia,2008,0,0
48,West Virginia_2009,17.3,1,0,0,0,0,1847775,51255,West Virginia,2009,0,0
48,West Virginia_2010,17.5,1,0,0,0,0,1854265,53271,West Virginia,2010,0,0
48,West Virginia_2011,18.5,1,0,0,0,0,1856606,50489,West Virginia,2011,0,0
48,West Virginia_2012,18.6,1,0,0,0,0,1857446,51489,West Virginia,2012,0,0
48,West Virginia_2013,18.9,1,0,0,0,0,1854768,50174,West Virginia,2013,0,0
48,West Virginia_2014,19.2,1,0,0,0,0,1850569,45309,West Virginia,2014,0,0
48,West Virginia_2015,19.6,1,0,0,0,0,1843332,48973,West Virginia,2015,0,0
48,West Virginia_2016,20.8,1,0,0,0,0,1832435,50077,West Virginia,2016,0,0
48,West Virginia_2017,20.8,1,0,0,0,0,1818683,51900,West Virginia,2017,0,0
48,West Virginia_2018,20.2,1,0,0,0,0,1805953,54566,West Virginia,2018,0,0
48,West Virginia_2019,21.1,1,0,0,0,0,1795263,56916,West Virginia,2019,0,0
48,West Virginia_2020,23.1,1,0,0,0,0,1791420,54396,West Virginia,2020,0,0
48,West Virginia_2021,24.1,1,0,0,0,0,1785526,46836,West Virginia,2021,0,0
49,Wisconsin_1984,14.8,0,0,0,0,0,4735563,51663,Wisconsin,1984,0,0
49,Wisconsin_1985,14.8,0,0,0,0,0,4747767,55976,Wisconsin,1985,0,0
49,Wisconsin_1986,14.8,0,0,0,0,0,4755618,62548,Wisconsin,1986,0,0
49,Wisconsin_1987,14.8,0,0,0,0,0,4777919,60328,Wisconsin,1987,0,0
49,Wisconsin_1988,14.8,0,0,1,0,0,4822388,65304,Wisconsin,1988,0,0
49,Wisconsin_1989,14.8,0,0,1,0,0,4856574,61612,Wisconsin,1989,0,0
49,Wisconsin_1990,17.7,0,0,1,0,0,4902265,61919,Wisconsin,1990,0,0
49,Wisconsin_1991,17.7,0,0,1,0,0,4952675,60566,Wisconsin,1991,0,0
49,Wisconsin_1992,17.7,0,0,1,0,0,5004636,63225,Wisconsin,1992,0,0
49,Wisconsin_1993,17.7,0,0,1,0,0,5055318,58815,Wisconsin,1993,0,0
49,Wisconsin_1994,17.7,1,0,1,0,0,5095504,64181,Wisconsin,1994,0,0
49,Wisconsin_1995,17.7,1,0,1,0,0,5137004,72530,Wisconsin,1995,0,0
49,Wisconsin_1996,17.7,1,0,1,0,0,5173828,69003,Wisconsin,1996,0,0
49,Wisconsin_1997,17.7,1,0,1,0,0,5200235,66857,Wisconsin,1997,0,0
49,Wisconsin_1998,17.7,1,0,1,0,0,5222124,68850,Wisconsin,1998,0,0
49,Wisconsin_1999,17.7,1,0,1,0,0,5250446,74494,Wisconsin,1999,0,0
49,Wisconsin_2000,23.8,1,0,1,0,0,5373999,71135,Wisconsin,2000,0,0
49,Wisconsin_2001,24.9,1,0,1,0,0,5406835,69562,Wisconsin,2001,0,0
49,Wisconsin_2002,24.7,1,0,1,0,0,5445162,69324,Wisconsin,2002,0,0
49,Wisconsin_2003,24.1,1,0,1,0,0,5479203,68325,Wisconsin,2003,0,0
49,Wisconsin_2004,25.6,1,0,1,8,1,5514026,65755,Wisconsin,2004,0,0
49,Wisconsin_2005,25,1,0,1,12,1,5546166,62096,Wisconsin,2005,0,0
49,Wisconsin_2006,25.1,1,0,1,0,0,5577655,69632,Wisconsin,2006,0,0
49,Wisconsin_2007,25.4,1,0,1,8,1,5610775,67168,Wisconsin,2007,0,0
49,Wisconsin_2008,25.7,1,0,1,0,0,5640996,64587,Wisconsin,2008,0,0
49,Wisconsin_2009,25.7,1,0,1,0,0,5669264,64859,Wisconsin,2009,0,0
49,Wisconsin_2010,26.3,1,0,1,0,0,5690538,62703,Wisconsin,2010,0,0
49,Wisconsin_2011,26.5,1,0,1,0,0,5705840,62848,Wisconsin,2011,0,0
49,Wisconsin_2012,27.1,1,0,1,19,2,5720825,62751,Wisconsin,2012,0,0
49,Wisconsin_2013,27.7,1,0,1,0,0,5738012,60259,Wisconsin,2013,0,0
49,Wisconsin_2014,28.4,1,0,1,0,0,5753199,66534,Wisconsin,2014,0,0
49,Wisconsin_2015,28.4,1,0,1,0,0,5762927,63384,Wisconsin,2015,0,0
49,Wisconsin_2016,29.5,1,0,0,0,0,5775170,67535,Wisconsin,2016,0,0
49,Wisconsin_2017,29.5,1,0,0,0,0,5793147,70164,Wisconsin,2017,0,0
49,Wisconsin_2018,30.4,1,0,0,0,0,5809319,67574,Wisconsin,2018,0,0
49,Wisconsin_2019,31.3,1,0,0,0,0,5824581,71380,Wisconsin,2019,0,0
49,Wisconsin_2020,31.8,1,0,1,14,2,5896271,70553,Wisconsin,2020,0,0
49,Wisconsin_2021,32.5,1,0,1,0,0,5880101,69943,Wisconsin,2021,0,0
50,Wyoming_1984,17.2,0,0,0,0,0,504896,59317,Wyoming,1984,0,0
50,Wyoming_1985,17.2,0,0,0,0,0,499695,53170,Wyoming,1985,0,0
50,Wyoming_1986,17.2,0,0,0,0,0,495633,55754,Wyoming,1986,0,0
50,Wyoming_1987,17.2,0,0,0,0,0,476965,63122,Wyoming,1987,0,0
50,Wyoming_1988,17.2,0,0,0,0,0,465101,58335,Wyoming,1988,0,0
50,Wyoming_1989,17.2,0,0,0,0,0,458374,62454,Wyoming,1989,0,0
50,Wyoming_1990,18.8,0,0,0,0,0,453401,59396,Wyoming,1990,0,0
50,Wyoming_1991,18.8,0,0,0,0,0,457739,56514,Wyoming,1991,0,0
50,Wyoming_1992,18.8,0,0,0,0,0,463491,57342,Wyoming,1992,0,0
50,Wyoming_1993,18.8,0,0,0,0,0,469033,54512,Wyoming,1993,0,0
50,Wyoming_1994,18.8,1,0,0,0,0,474982,60104,Wyoming,1994,0,0
50,Wyoming_1995,18.8,1,0,0,0,0,478447,55837,Wyoming,1995,0,0
50,Wyoming_1996,18.8,1,0,0,0,0,480085,53395,Wyoming,1996,0,0
50,Wyoming_1997,18.8,1,0,0,0,0,480031,56436,Wyoming,1997,0,0
50,Wyoming_1998,18.8,1,0,0,0,0,480045,58725,Wyoming,1998,0,0
50,Wyoming_1999,18.8,1,0,0,0,0,479602,60760,Wyoming,1999,0,0
50,Wyoming_2000,20.6,1,0,0,0,0,494300,62523,Wyoming,2000,0,0
50,Wyoming_2001,19.2,1,0,0,0,0,494657,60930,Wyoming,2001,0,0
50,Wyoming_2002,19.6,1,0,0,0,0,500017,60051,Wyoming,2002,0,0
50,Wyoming_2003,20.7,1,0,0,0,0,503453,62840,Wyoming,2003,0,0
50,Wyoming_2004,22.5,1,0,0,0,0,509106,65274,Wyoming,2004,0,0
50,Wyoming_2005,21.9,1,0,0,0,0,514157,62191,Wyoming,2005,0,0
50,Wyoming_2006,22.7,1,0,0,0,0,522667,63367,Wyoming,2006,0,0
50,Wyoming_2007,23.4,1,0,0,0,0,534876,63850,Wyoming,2007,0,0
50,Wyoming_2008,23.6,1,0,0,0,0,546043,67283,Wyoming,2008,0,0
50,Wyoming_2009,23.8,1,0,0,0,0,559851,66420,Wyoming,2009,0,0
50,Wyoming_2010,24.1,1,0,0,0,0,564531,65007,Wyoming,2010,0,0
50,Wyoming_2011,24.7,1,0,0,0,0,567491,65807,Wyoming,2011,0,0
50,Wyoming_2012,24.7,1,0,0,0,0,576656,67992,Wyoming,2012,0,0
50,Wyoming_2013,26.6,1,0,0,0,0,582620,78566,Wyoming,2013,0,0
50,Wyoming_2014,26.6,1,0,0,0,0,583159,63796,Wyoming,2014,0,0
50,Wyoming_2015,26.2,1,0,0,0,0,586389,69673,Wyoming,2015,0,0
50,Wyoming_2016,27.1,1,0,0,0,0,585243,65291,Wyoming,2016,0,0
50,Wyoming_2017,27.1,1,0,0,0,0,579994,65803,Wyoming,2017,0,0
50,Wyoming_2018,27.6,1,0,0,0,0,579054,67477,Wyoming,2018,0,0
50,Wyoming_2019,29.1,1,0,0,0,0,580116,69027,Wyoming,2019,0,0
50,Wyoming_2020,28.2,1,0,0,0,0,577605,68506,Wyoming,2020,0,0
50,Wyoming_2021,29.2,1,0,0,0,0,579483,71052,Wyoming,2021,0,0
